mode,N,p,d,sig2e,beta,re_prior,q0,q1,q2,sig2b0,sig2b1,sig2b2,sig2bs_identical,thresh,experiment,exp_type,mse_X,sig2e_est,sig2b_est0,sig2b_est1,sig2b_est2,n_epochs,time,total_loss_tr,recon_loss_tr,kl_loss_tr,re_kl_loss_tr,total_loss_te,recon_loss_te,kl_loss_te,re_kl_loss_te
categorical,100000,100,2,1,0.01,1,1000,3000,5000,0.3,3,3,FALSE,0.0001,2,pca-ohe,10.0928434,,,,,,228.7092316,12903.9309,,,,13249.88486,,,
categorical,100000,100,2,1,0.01,1,1000,3000,5000,0.3,3,3,FALSE,0.0001,2,vae-ignore,9.334665182,,,,,200,93.72432089,930.1311035,930.0009766,12.85443783,,933.5941772,933.4655151,12.84564495,
categorical,100000,100,2,1,0.01,1,1000,3000,5000,0.3,3,3,FALSE,0.0001,2,vae-embed,9.377924496,,,,,200,138.8998005,931.810791,931.6915283,12.07456779,,937.914917,937.7949829,12.02129745,
categorical,100000,100,2,1,0.01,1,1000,3000,5000,0.3,3,3,FALSE,0.0001,2,lmmvae,2.269246138,,0.003140145,0.75759393,3.999536991,200,228.1198001,192.3141174,182.8167877,14.33482456,935.4285278,172.1853333,162.689682,14.31706047,935.2489014
categorical,100000,100,2,1,0.01,1,1000,3000,5000,0.3,3,3,FALSE,0.0001,3,pca-ignore,10.30101495,,,,,,1.022320747,140.5943461,,,,140.5772368,,,
categorical,100000,100,2,1,0.01,1,1000,3000,5000,0.3,3,3,FALSE,0.0001,3,pca-ohe,10.50430152,,,,,,226.9030735,12904.86425,,,,13245.33573,,,
categorical,100000,100,2,1,0.01,1,1000,3000,5000,0.3,3,3,FALSE,0.0001,3,vae-ignore,9.784532565,,,,,200,93.26161742,976.3427734,976.2036133,13.77530289,,978.5983887,978.4614258,13.75756264,
categorical,100000,100,2,1,0.01,1,1000,3000,5000,0.3,3,3,FALSE,0.0001,3,vae-embed,9.836447422,,,,,200,140.3426704,978.3709717,978.2241211,14.54740047,,983.7875977,983.6431274,14.44106579,
categorical,100000,100,2,1,0.01,1,1000,3000,5000,0.3,3,3,FALSE,0.0001,3,lmmvae,2.428264318,,0.004480076,0.787310004,4.195596695,200,228.2583899,207.4694977,197.9128571,14.22036362,941.4619751,181.2468414,171.697937,14.22515297,940.6712036
categorical,100000,100,2,1,0.01,1,1000,3000,5000,0.3,3,3,FALSE,0.0001,4,pca-ignore,9.490508127,,,,,,1.351645947,140.9777104,,,,141.0715356,,,
categorical,100000,100,2,1,0.01,1,1000,3000,5000,0.3,3,3,FALSE,0.0001,4,pca-ohe,9.792841821,,,,,,231.7265029,12902.43948,,,,13234.68597,,,
categorical,100000,100,2,1,0.01,1,1000,3000,5000,0.3,3,3,FALSE,0.0001,4,vae-ignore,8.9935616,,,,,200,94.82641792,894.5109253,894.3706055,14.02043247,,899.4907227,899.3518066,13.92312336,
categorical,100000,100,2,1,0.01,1,1000,3000,5000,0.3,3,3,FALSE,0.0001,4,vae-embed,9.181189489,,,,,200,140.5528805,892.0524292,891.8643188,18.80405998,,918.3059082,918.1270142,17.93784523,
categorical,100000,100,2,1,0.01,1,1000,3000,5000,0.3,3,3,FALSE,0.0001,4,lmmvae,2.256642402,,0.001746679,0.795686185,3.684435844,200,228.3610866,190.6177216,181.0188446,26.8097477,933.0358887,170.1721039,160.570343,26.85516548,933.3306885
categorical,100000,100,2,1,0.01,1,1000,3000,5000,0.3,0.3,3,FALSE,0.0001,0,pca-ignore,5.949303848,,,,,,1.012543678,139.9275528,,,,139.9334869,,,
categorical,100000,100,2,1,0.01,1,1000,3000,5000,0.3,0.3,3,FALSE,0.0001,0,pca-ohe,6.03683498,,,,,,228.1142805,12902.99105,,,,13267.14502,,,
categorical,100000,100,2,1,0.01,1,1000,3000,5000,0.3,0.3,3,FALSE,0.0001,0,vae-ignore,5.621043316,,,,,200,94.32678556,560.9299316,560.7994385,13.03304672,,562.2390747,562.1085205,13.06999588,
categorical,100000,100,2,1,0.01,1,1000,3000,5000,0.3,0.3,3,FALSE,0.0001,0,vae-embed,5.76163788,,,,,200,148.9153252,567.68927,567.3861084,30.27716827,,576.4642334,576.1651001,29.92173767,
categorical,100000,100,2,1,0.01,1,1000,3000,5000,0.3,0.3,3,FALSE,0.0001,0,lmmvae,1.551446228,,0.000409926,0.063697577,3.49948144,200,221.9811068,138.8332672,130.2010345,11.09823322,852.1162109,117.7658157,109.1355743,11.09310341,851.9331055
categorical,100000,100,2,1,0.01,1,1000,3000,5000,0.3,0.3,3,FALSE,0.0001,1,pca-ignore,5.642513317,,,,,,1.266925573,140.3751817,,,,140.365634,,,
categorical,100000,100,2,1,0.01,1,1000,3000,5000,0.3,0.3,3,FALSE,0.0001,1,pca-ohe,5.753228962,,,,,,230.9260774,12907.65036,,,,13232.81655,,,
categorical,100000,100,2,1,0.01,1,1000,3000,5000,0.3,0.3,3,FALSE,0.0001,1,vae-ignore,5.369743896,,,,,200,90.59215808,535.5892334,535.46521,12.44054604,,537.0963135,536.972168,12.39302921,
categorical,100000,100,2,1,0.01,1,1000,3000,5000,0.3,0.3,3,FALSE,0.0001,1,vae-embed,5.406385178,,,,,200,138.8319967,534.6074829,534.465332,14.29390144,,540.7841187,540.6427612,14.09864712,
categorical,100000,100,2,1,0.01,1,1000,3000,5000,0.3,0.3,3,FALSE,0.0001,1,lmmvae,1.524804994,,0.000415321,0.064294107,3.298444748,200,227.3065658,136.9274292,128.3761444,12.07054901,843.0662842,115.1408005,106.5882721,12.07116508,843.1865845
categorical,100000,100,2,1,0.01,1,1000,3000,5000,0.3,0.3,3,FALSE,0.0001,2,pca-ignore,5.969583907,,,,,,0.961085558,139.789773,,,,139.661862,,,
categorical,100000,100,2,1,0.01,1,1000,3000,5000,0.3,0.3,3,FALSE,0.0001,2,pca-ohe,6.035692947,,,,,,229.9325905,12899.99509,,,,13241.27217,,,
categorical,100000,100,2,1,0.01,1,1000,3000,5000,0.3,0.3,3,FALSE,0.0001,2,vae-ignore,5.661548471,,,,,200,91.25343585,567.2218628,566.8550415,36.69721222,,566.5107422,566.1491699,36.14180374,
categorical,100000,100,2,1,0.01,1,1000,3000,5000,0.3,0.3,3,FALSE,0.0001,2,vae-embed,5.578412594,,,,,200,141.0449615,554.635498,554.4971313,13.83751297,,557.9752197,557.8380737,13.72477818,
categorical,100000,100,2,1,0.01,1,1000,3000,5000,0.3,0.3,3,FALSE,0.0001,2,lmmvae,1.738637078,,0.001847983,0.130487025,3.211070061,200,225.435024,155.2965851,146.2431946,27.2426815,878.0944214,130.8013306,121.7573395,27.21517563,877.1920166
categorical,100000,100,2,1,0.01,1,1000,3000,5000,0.3,0.3,3,FALSE,0.0001,3,pca-ignore,6.057076203,,,,,,1.584726095,139.7718168,,,,139.822269,,,
categorical,100000,100,2,1,0.01,1,1000,3000,5000,0.3,0.3,3,FALSE,0.0001,3,pca-ohe,6.18843412,,,,,,231.9291592,12900.07089,,,,13198.87059,,,
categorical,100000,100,2,1,0.01,1,1000,3000,5000,0.3,0.3,3,FALSE,0.0001,3,vae-ignore,5.871916698,,,,,200,92.05224824,585.5801392,585.220459,35.96265793,,587.543396,587.1896973,35.36193848,
categorical,100000,100,2,1,0.01,1,1000,3000,5000,0.3,0.3,3,FALSE,0.0001,3,vae-embed,5.915922327,,,,,200,142.0423472,583.8096313,583.418457,39.1746521,,591.9818115,591.5930786,38.83744431,
categorical,100000,100,2,1,0.01,1,1000,3000,5000,0.3,0.3,3,FALSE,0.0001,3,lmmvae,1.525963851,,0.000431999,0.063584656,3.608114004,200,287.8403592,136.8092804,128.1907501,9.235988617,852.6121216,116.0984268,107.47789,9.25505352,852.8016968
categorical,100000,100,2,1,0.01,1,1000,3000,5000,0.3,0.3,3,FALSE,0.0001,4,pca-ignore,6.119089301,,,,,,1.028414726,140.0324745,,,,139.9072128,,,
categorical,100000,100,2,1,0.01,1,1000,3000,5000,0.3,0.3,3,FALSE,0.0001,4,pca-ohe,6.209545609,,,,,,228.3541801,12903.05104,,,,13291.90612,,,
categorical,100000,100,2,1,0.01,1,1000,3000,5000,0.3,0.3,3,FALSE,0.0001,4,vae-ignore,5.710751085,,,,,200,90.51638746,570.3023071,570.161499,14.10883427,,571.2131348,571.0725708,14.05815315,
categorical,100000,100,2,1,0.01,1,1000,3000,5000,0.3,0.3,3,FALSE,0.0001,4,vae-embed,5.763003233,,,,,200,138.7684793,574.7567749,574.6195068,13.75431061,,576.4354858,576.2987061,13.69377518,
categorical,100000,100,2,1,0.01,1,1000,3000,5000,0.3,0.3,3,FALSE,0.0001,4,lmmvae,1.621125211,,0.000475583,0.069958366,3.568949699,200,224.2761612,146.047699,137.3074493,10.35328579,863.6630249,122.384613,113.6583786,10.39986992,862.2305298
categorical,100000,100,1,1,0.01,1,1000,3000,5000,3,0.3,0.3,FALSE,0.0001,0,pca-ignore,5.928894667,,,,,,1.058535099,141.1161677,,,,141.1354879,,,
categorical,100000,100,1,1,0.01,1,1000,3000,5000,3,0.3,0.3,FALSE,0.0001,0,pca-ohe,5.989052892,,,,,,229.4334519,12897.04606,,,,13236.93708,,,
categorical,100000,100,1,1,0.01,1,1000,3000,5000,3,0.3,0.3,FALSE,0.0001,0,vae-ignore,5.790249228,,,,,200,92.54719591,577.6849976,577.5634766,12.17400932,,579.1436157,579.0236816,11.95548153,
categorical,100000,100,1,1,0.01,1,1000,3000,5000,3,0.3,0.3,FALSE,0.0001,0,vae-embed,5.76209953,,,,,200,145.956768,573.0817871,572.9879761,9.174114227,,576.3014526,576.2115479,8.929865837,
categorical,100000,100,1,1,0.01,1,1000,3000,5000,3,0.3,0.3,FALSE,0.0001,0,lmmvae,1.556948301,,0.066964269,0.303634793,1.986078143,200,220.8181982,137.5337982,129.8151245,4.728506088,767.1384888,118.5571213,110.8367615,4.724954605,767.3069458
categorical,100000,100,1,1,0.01,1,1000,3000,5000,3,0.3,0.3,FALSE,0.0001,1,pca-ignore,6.124752982,,,,,,0.973301649,141.0852284,,,,141.1360851,,,
categorical,100000,100,1,1,0.01,1,1000,3000,5000,3,0.3,0.3,FALSE,0.0001,1,pca-ohe,6.183290321,,,,,,228.4494655,12902.69468,,,,13265.59606,,,
categorical,100000,100,1,1,0.01,1,1000,3000,5000,3,0.3,0.3,FALSE,0.0001,1,vae-ignore,5.945469023,,,,,200,88.43538475,594.3286743,594.2617798,6.668346882,,594.6121216,594.5459595,6.655246735,
categorical,100000,100,1,1,0.01,1,1000,3000,5000,3,0.3,0.3,FALSE,0.0001,1,vae-embed,5.917540696,,,,,200,138.0417261,590.1600342,590.0861206,7.376464844,,591.8290405,591.755127,7.398133755,
categorical,100000,100,1,1,0.01,1,1000,3000,5000,3,0.3,0.3,FALSE,0.0001,1,lmmvae,1.607170937,,0.07563477,0.30207476,2.095192432,200,221.9059596,140.3491974,132.5059357,4.246482849,780.079834,121.54319,113.7007751,4.243828773,779.9970703
categorical,100000,100,1,1,0.01,1,1000,3000,5000,3,0.3,0.3,FALSE,0.0001,2,pca-ignore,5.910130633,,,,,,0.990172863,141.1233855,,,,141.2033627,,,
categorical,100000,100,1,1,0.01,1,1000,3000,5000,3,0.3,0.3,FALSE,0.0001,2,pca-ohe,5.966409798,,,,,,225.6914577,12899.89234,,,,13277.06674,,,
categorical,100000,100,1,1,0.01,1,1000,3000,5000,3,0.3,0.3,FALSE,0.0001,2,vae-ignore,5.789649493,,,,,200,92.14950609,577.9350586,577.8637695,7.226991177,,579.0344849,578.9622803,7.231352329,
categorical,100000,100,1,1,0.01,1,1000,3000,5000,3,0.3,0.3,FALSE,0.0001,2,vae-embed,5.756132448,,,,,200,138.7770596,572.5756226,572.4935303,8.192923546,,575.6955566,575.614624,8.112347603,
categorical,100000,100,1,1,0.01,1,1000,3000,5000,3,0.3,0.3,FALSE,0.0001,2,lmmvae,1.56798869,,0.087935612,0.281695008,2.042869806,200,226.712657,137.4264832,129.6170197,5.29967165,775.6553345,119.3105392,111.4985123,5.296048641,775.9111328
categorical,100000,100,1,1,0.01,1,1000,3000,5000,3,0.3,0.3,FALSE,0.0001,3,pca-ignore,5.909748105,,,,,,0.885310411,141.2982596,,,,141.1914176,,,
categorical,100000,100,1,1,0.01,1,1000,3000,5000,3,0.3,0.3,FALSE,0.0001,3,pca-ohe,5.989102736,,,,,,228.2883315,12909.96883,,,,13237.54148,,,
categorical,100000,100,1,1,0.01,1,1000,3000,5000,3,0.3,0.3,FALSE,0.0001,3,vae-ignore,5.74202784,,,,,200,92.61422229,574.6594238,574.585144,7.334975719,,574.2711792,574.1984253,7.286253929,
categorical,100000,100,1,1,0.01,1,1000,3000,5000,3,0.3,0.3,FALSE,0.0001,3,vae-embed,5.68313361,,,,,200,138.4272807,567.7566528,567.6966553,6.030030727,,568.3748779,568.3148804,6.00950098,
categorical,100000,100,1,1,0.01,1,1000,3000,5000,3,0.3,0.3,FALSE,0.0001,3,lmmvae,1.570083412,,0.07897386,0.281845689,1.992263913,200,227.0944843,138.0209656,130.1953583,4.938374043,777.6132813,119.4006729,111.5809631,4.917107105,777.0515747
categorical,100000,100,1,1,0.01,1,1000,3000,5000,3,0.3,0.3,FALSE,0.0001,4,pca-ignore,5.857916539,,,,,,0.908563614,141.3482957,,,,141.3753266,,,
categorical,100000,100,1,1,0.01,1,1000,3000,5000,3,0.3,0.3,FALSE,0.0001,4,pca-ohe,5.923972768,,,,,,226.4087231,12901.44232,,,,13250.52536,,,
categorical,100000,100,1,1,0.01,1,1000,3000,5000,3,0.3,0.3,FALSE,0.0001,4,vae-ignore,5.64004508,,,,,200,91.9012239,563.3612671,563.2963257,6.390822411,,564.0631714,563.9998779,6.345336914,
categorical,100000,100,1,1,0.01,1,1000,3000,5000,3,0.3,0.3,FALSE,0.0001,4,vae-embed,5.639412784,,,,,200,160.4430821,562.083252,562.0125732,7.094833374,,564.0112305,563.9404297,7.072829723,
categorical,100000,100,1,1,0.01,1,1000,3000,5000,3,0.3,0.3,FALSE,0.0001,4,lmmvae,1.546713096,,0.083821572,0.305029988,1.907872319,200,228.9144609,136.3177185,128.5810089,4.18982029,769.4854126,117.5653534,109.8270035,4.194885731,769.6463623
categorical,100000,100,2,1,0.01,1,1000,3000,5000,3,0.3,0.3,FALSE,0.0001,0,pca-ignore,5.95387108,,,,,,1.367750883,139.4376801,,,,139.562288,,,
categorical,100000,100,2,1,0.01,1,1000,3000,5000,3,0.3,0.3,FALSE,0.0001,0,pca-ohe,6.019109178,,,,,,226.2675014,12902.3739,,,,13200.37493,,,
categorical,100000,100,2,1,0.01,1,1000,3000,5000,3,0.3,0.3,FALSE,0.0001,0,vae-ignore,5.550233861,,,,,200,100.0102148,551.8834229,551.7520752,13.05390644,,555.1558838,555.026001,12.97996712,
categorical,100000,100,2,1,0.01,1,1000,3000,5000,3,0.3,0.3,FALSE,0.0001,0,vae-embed,5.574839412,,,,,200,151.208854,550.5241699,550.3782959,14.59878445,,557.6350708,557.489624,14.45944691,
categorical,100000,100,2,1,0.01,1,1000,3000,5000,3,0.3,0.3,FALSE,0.0001,0,lmmvae,1.682364894,,0.062155198,0.299355477,1.9123981,200,228.180135,147.9937897,140.1721191,9.953627586,772.1865234,127.5747223,119.7507629,9.955827713,772.4395752
categorical,100000,100,2,1,0.01,1,1000,3000,5000,3,0.3,0.3,FALSE,0.0001,1,pca-ignore,5.975502244,,,,,,0.940659046,139.5345203,,,,139.6234632,,,
categorical,100000,100,2,1,0.01,1,1000,3000,5000,3,0.3,0.3,FALSE,0.0001,1,pca-ohe,6.053143127,,,,,,224.4864354,12896.79567,,,,13241.49613,,,
categorical,100000,100,2,1,0.01,1,1000,3000,5000,3,0.3,0.3,FALSE,0.0001,1,vae-ignore,5.665406286,,,,,200,95.33349776,564.1801758,564.0549927,12.50594234,,566.6646729,566.5397339,12.48072433,
categorical,100000,100,2,1,0.01,1,1000,3000,5000,3,0.3,0.3,FALSE,0.0001,1,vae-embed,5.659966067,,,,,200,141.5512202,561.571167,561.4243774,14.73361874,,566.137207,565.9906006,14.65225124,
categorical,100000,100,2,1,0.01,1,1000,3000,5000,3,0.3,0.3,FALSE,0.0001,1,lmmvae,1.702593778,,0.070796035,0.267000079,1.973146081,200,229.7873731,149.6159973,141.7375641,9.558403015,778.27948,128.9687805,121.086525,9.554394722,778.6694946
categorical,100000,100,2,1,0.01,1,1000,3000,5000,3,0.3,0.3,FALSE,0.0001,2,pca-ignore,6.283641981,,,,,,0.99587369,140.3338027,,,,140.342925,,,
categorical,100000,100,2,1,0.01,1,1000,3000,5000,3,0.3,0.3,FALSE,0.0001,2,pca-ohe,6.420078312,,,,,,227.8330233,12898.83561,,,,13224.99349,,,
categorical,100000,100,2,1,0.01,1,1000,3000,5000,3,0.3,0.3,FALSE,0.0001,2,vae-ignore,5.885382354,,,,,200,95.44452262,585.9581909,585.8295288,12.88074493,,588.6643066,588.5356445,12.86528397,
categorical,100000,100,2,1,0.01,1,1000,3000,5000,3,0.3,0.3,FALSE,0.0001,2,vae-embed,5.913284939,,,,,200,142.1384361,584.0048218,583.8610229,14.38847637,,591.4649658,591.3240356,14.08396435,
categorical,100000,100,2,1,0.01,1,1000,3000,5000,3,0.3,0.3,FALSE,0.0001,2,lmmvae,1.852843583,,0.066651672,0.299135655,2.048140526,200,228.1948004,161.7306671,153.7630005,10.32730579,786.4321289,139.2522583,131.2841034,10.32159996,786.4914551
categorical,100000,100,2,1,0.01,1,1000,3000,5000,3,0.3,0.3,FALSE,0.0001,3,pca-ignore,6.199356636,,,,,,1.041884899,139.2761787,,,,139.3585391,,,
categorical,100000,100,2,1,0.01,1,1000,3000,5000,3,0.3,0.3,FALSE,0.0001,3,pca-ohe,6.261074963,,,,,,225.4969251,12902.237,,,,13211.65923,,,
categorical,100000,100,2,1,0.01,1,1000,3000,5000,3,0.3,0.3,FALSE,0.0001,3,vae-ignore,6.104579061,,,,,200,94.82387209,609.2732544,609.0534058,21.83008003,,610.677124,610.4602661,21.67375374,
categorical,100000,100,2,1,0.01,1,1000,3000,5000,3,0.3,0.3,FALSE,0.0001,3,vae-embed,5.8736479,,,,,200,142.6202033,580.3652344,580.2332764,13.24626255,,587.5004272,587.3693848,13.12174034,
categorical,100000,100,2,1,0.01,1,1000,3000,5000,3,0.3,0.3,FALSE,0.0001,3,lmmvae,2.050431927,,0.072520554,0.358586699,1.901100516,200,230.0343204,179.0093384,170.6421661,35.58665848,801.1256714,154.4089966,146.0366211,35.54285049,801.692627
categorical,100000,100,2,1,0.01,1,1000,3000,5000,3,0.3,0.3,FALSE,0.0001,4,pca-ignore,5.95676893,,,,,,0.988800764,140.2388004,,,,140.2894339,,,
categorical,100000,100,2,1,0.01,1,1000,3000,5000,3,0.3,0.3,FALSE,0.0001,4,pca-ohe,6.096275159,,,,,,224.0385156,12903.03268,,,,13210.24227,,,
categorical,100000,100,2,1,0.01,1,1000,3000,5000,3,0.3,0.3,FALSE,0.0001,4,vae-ignore,5.644851733,,,,,200,96.32014251,562.2713013,561.9998779,27.18404961,,564.7496338,564.4804077,26.93944359,
categorical,100000,100,2,1,0.01,1,1000,3000,5000,3,0.3,0.3,FALSE,0.0001,4,vae-embed,5.554568566,,,,,200,142.9714565,553.5007324,553.3746948,12.60202217,,555.5795288,555.4536743,12.59658241,
categorical,100000,100,2,1,0.01,1,1000,3000,5000,3,0.3,0.3,FALSE,0.0001,4,lmmvae,1.750379975,,0.063004881,0.272519648,1.979684114,200,229.4162893,152.0149689,144.1674652,9.741793633,775.0101929,132.0653076,124.218689,9.731999397,774.9387207
categorical,100000,100,1,1,0.01,1,1000,3000,5000,3,0.3,3,FALSE,0.0001,0,pca-ignore,9.740812317,,,,,,1.321822405,141.3660529,,,,141.3745801,,,
categorical,100000,100,1,1,0.01,1,1000,3000,5000,3,0.3,3,FALSE,0.0001,0,pca-ohe,9.866286825,,,,,,220.5904717,12904.36215,,,,13234.53518,,,
categorical,100000,100,1,1,0.01,1,1000,3000,5000,3,0.3,3,FALSE,0.0001,0,vae-ignore,9.471683843,,,,,200,92.70148921,946.7714233,946.7036133,6.870593548,,947.2352905,947.166687,6.849004745,
categorical,100000,100,1,1,0.01,1,1000,3000,5000,3,0.3,3,FALSE,0.0001,0,vae-embed,9.529023753,,,,,200,148.6237612,951.3485107,951.2819214,6.662771702,,952.9686279,952.9016724,6.65329361,
categorical,100000,100,1,1,0.01,1,1000,3000,5000,3,0.3,3,FALSE,0.0001,0,lmmvae,1.716401735,,0.054665174,0.182410181,5.6040802,200,226.6728725,150.993454,141.3538361,4.428802013,959.5430908,130.3253479,120.6918411,4.422936916,958.9266968
categorical,100000,100,1,1,0.01,1,1000,3000,5000,3,0.3,3,FALSE,0.0001,1,pca-ignore,9.643384099,,,,,,0.953983545,141.5031287,,,,141.4801796,,,
categorical,100000,100,1,1,0.01,1,1000,3000,5000,3,0.3,3,FALSE,0.0001,1,pca-ohe,9.793264919,,,,,,229.2323298,12910.16396,,,,13268.86285,,,
categorical,100000,100,1,1,0.01,1,1000,3000,5000,3,0.3,3,FALSE,0.0001,1,vae-ignore,9.342682868,,,,,200,92.60126281,934.8425903,934.7741089,6.891658783,,934.3438721,934.2744141,6.896062374,
categorical,100000,100,1,1,0.01,1,1000,3000,5000,3,0.3,3,FALSE,0.0001,1,vae-embed,9.330257075,,,,,200,141.9564419,930.6201172,930.5473022,7.268948555,,933.093689,933.0205078,7.274746895,
categorical,100000,100,1,1,0.01,1,1000,3000,5000,3,0.3,3,FALSE,0.0001,1,lmmvae,1.713254686,,0.042123388,0.180765837,5.605579853,200,227.2133663,149.0103149,139.3802185,4.702722073,958.31427,130.3093109,120.682251,4.702894211,958.0072021
categorical,100000,100,1,1,0.01,1,1000,3000,5000,3,0.3,3,FALSE,0.0001,2,pca-ignore,8.947589743,,,,,,0.990182877,141.5236267,,,,141.428054,,,
categorical,100000,100,1,1,0.01,1,1000,3000,5000,3,0.3,3,FALSE,0.0001,2,pca-ohe,9.120433662,,,,,,232.7951782,12908.77649,,,,13275.17966,,,
categorical,100000,100,1,1,0.01,1,1000,3000,5000,3,0.3,3,FALSE,0.0001,2,vae-ignore,8.738142826,,,,,200,94.83136868,874.4616089,874.3922119,6.931941986,,873.8831787,873.8135986,6.896203995,
categorical,100000,100,1,1,0.01,1,1000,3000,5000,3,0.3,3,FALSE,0.0001,2,vae-embed,8.728437408,,,,,200,140.1691742,871.5349121,871.4656982,7.005282879,,872.9036865,872.8336182,6.949902534,
categorical,100000,100,1,1,0.01,1,1000,3000,5000,3,0.3,3,FALSE,0.0001,2,lmmvae,1.617416041,,0.04633886,0.160529047,5.225830555,200,228.4848022,141.0254059,131.5659485,4.853272915,941.0985718,123.4974365,114.0502777,4.864613533,939.8430176
categorical,100000,100,1,1,0.01,1,1000,3000,5000,3,0.3,3,FALSE,0.0001,3,pca-ignore,9.696131998,,,,,,0.990826607,141.3781892,,,,141.2682166,,,
categorical,100000,100,1,1,0.01,1,1000,3000,5000,3,0.3,3,FALSE,0.0001,3,pca-ohe,9.816868001,,,,,,226.5311949,12904.36544,,,,13264.8023,,,
categorical,100000,100,1,1,0.01,1,1000,3000,5000,3,0.3,3,FALSE,0.0001,3,vae-ignore,9.418442943,,,,,200,92.12350225,943.8345947,943.7595215,7.352460861,,941.9177856,941.8439941,7.343313217,
categorical,100000,100,1,1,0.01,1,1000,3000,5000,3,0.3,3,FALSE,0.0001,3,vae-embed,9.447861824,,,,,200,138.5345597,943.7736206,943.708313,6.59173727,,944.8527222,944.7875977,6.535219669,
categorical,100000,100,1,1,0.01,1,1000,3000,5000,3,0.3,3,FALSE,0.0001,3,lmmvae,1.809212876,,0.062060986,0.195373356,5.505693436,200,226.6255763,156.8563385,146.9254456,7.946818829,985.1359863,137.4496307,127.5340271,7.949747562,983.6065063
categorical,100000,100,1,1,0.01,1,1000,3000,5000,3,0.3,3,FALSE,0.0001,4,pca-ignore,9.454134581,,,,,,1.328768492,141.4625732,,,,141.4459635,,,
categorical,100000,100,1,1,0.01,1,1000,3000,5000,3,0.3,3,FALSE,0.0001,4,pca-ohe,9.581636823,,,,,,229.1915545,12904.44669,,,,13255.97912,,,
categorical,100000,100,1,1,0.01,1,1000,3000,5000,3,0.3,3,FALSE,0.0001,4,vae-ignore,9.180762372,,,,,200,93.12794161,917.2473145,917.1746826,7.198372841,,918.1478271,918.0765991,7.138856411,
categorical,100000,100,1,1,0.01,1,1000,3000,5000,3,0.3,3,FALSE,0.0001,4,vae-embed,9.221763137,,,,,200,140.9567144,920.9927979,920.9215088,7.090246201,,922.24823,922.1774292,7.018838406,
categorical,100000,100,1,1,0.01,1,1000,3000,5000,3,0.3,3,FALSE,0.0001,4,lmmvae,1.63138889,,0.061321508,0.191066995,5.428906918,200,227.8541319,142.4650421,132.9257965,4.721715927,949.2310181,124.7636719,115.2309113,4.713665485,948.5620117
categorical,100000,100,2,1,0.01,1,1000,3000,5000,3,0.3,3,FALSE,0.0001,0,pca-ignore,9.398408647,,,,,,1.111573219,140.8052698,,,,140.7267873,,,
categorical,100000,100,2,1,0.01,1,1000,3000,5000,3,0.3,3,FALSE,0.0001,0,pca-ohe,9.655992681,,,,,,232.3862653,12899.31945,,,,13217.75364,,,
categorical,100000,100,2,1,0.01,1,1000,3000,5000,3,0.3,3,FALSE,0.0001,0,vae-ignore,8.862077317,,,,,200,94.39225388,885.5148926,885.3710938,14.59232521,,886.3535767,886.2070923,14.57862854,
categorical,100000,100,2,1,0.01,1,1000,3000,5000,3,0.3,3,FALSE,0.0001,0,vae-embed,9.147970507,,,,,200,154.0767882,902.3444824,901.980896,36.1999855,,915.149292,914.8005981,34.958004,
categorical,100000,100,2,1,0.01,1,1000,3000,5000,3,0.3,3,FALSE,0.0001,0,lmmvae,1.824158394,,0.032741737,0.164585784,5.409335136,200,228.9549177,158.6358337,148.9126434,11.0145731,961.2877197,139.0500946,129.3364563,11.00731087,960.3518066
categorical,100000,100,2,1,0.01,1,1000,3000,5000,3,0.3,3,FALSE,0.0001,1,pca-ignore,9.544277107,,,,,,1.016767502,140.779026,,,,140.8768592,,,
categorical,100000,100,2,1,0.01,1,1000,3000,5000,3,0.3,3,FALSE,0.0001,1,pca-ohe,9.808148261,,,,,,232.6525288,12902.11614,,,,13303.2724,,,
categorical,100000,100,2,1,0.01,1,1000,3000,5000,3,0.3,3,FALSE,0.0001,1,vae-ignore,9.264243519,,,,,200,96.42785692,916.3314209,916.0825806,24.86211967,,926.678894,926.4390259,24.03646469,
categorical,100000,100,2,1,0.01,1,1000,3000,5000,3,0.3,3,FALSE,0.0001,1,vae-embed,9.129077411,,,,,200,144.2896955,905.3754883,905.2376709,13.71996593,,913.0397949,912.9036865,13.65270042,
categorical,100000,100,2,1,0.01,1,1000,3000,5000,3,0.3,3,FALSE,0.0001,1,lmmvae,2.01958307,,0.057745799,0.192571238,5.439082623,200,231.741045,176.0276337,166.3328094,12.80078793,956.6976929,150.9943848,141.2958679,12.81767082,957.0371094
categorical,100000,100,2,1,0.01,1,1000,3000,5000,3,0.3,3,FALSE,0.0001,2,pca-ignore,9.618887246,,,,,,1.089496613,140.5123711,,,,140.4545398,,,
categorical,100000,100,2,1,0.01,1,1000,3000,5000,3,0.3,3,FALSE,0.0001,2,pca-ohe,9.808243371,,,,,,228.9773674,12901.866,,,,13277.52292,,,
categorical,100000,100,2,1,0.01,1,1000,3000,5000,3,0.3,3,FALSE,0.0001,2,vae-ignore,9.173929834,,,,,200,96.72166109,915.1990967,915.0639038,13.48752213,,917.5231934,917.3884277,13.43996239,
categorical,100000,100,2,1,0.01,1,1000,3000,5000,3,0.3,3,FALSE,0.0001,2,vae-embed,9.190827918,,,,,200,143.8106053,903.982605,903.8101196,17.26954079,,919.2423096,919.0742188,16.80929947,
