mode,N,p,d,sig2e,beta,re_prior,q_spatial,sig2b0_spatial,sig2b1_spatial,sig2bs_identical,thresh,experiment,exp_type,mse_X,sig2e_est,sig2b_spatial_est0,sig2b_spatial_est1,n_epochs,time,total_loss_tr,recon_loss_tr,kl_loss_tr,re_kl_loss_tr,total_loss_te,recon_loss_te,kl_loss_te,re_kl_loss_te
spatial,100000,100,2,1,0.0001,1,10000,3,0.3,FALSE,0.0001,4,pca-ignore,3.292557896,,,,,1.571184158,132.0147049,,,,132.2726078,,,
spatial,100000,100,2,1,0.0001,1,10000,3,0.3,FALSE,0.0001,4,vae-ignore,1.528653097,,,,200,96.18927956,150.7919617,150.7884979,35.26045227,,152.8904572,152.8868561,35.2637825,
spatial,100000,100,2,1,0.0001,1,10000,3,0.3,FALSE,0.0001,4,vae-embed,1.658360113,,,,200,113.9449883,158.865448,158.8191833,460.1411438,,165.9205322,165.8744812,461.3357849,
spatial,100000,100,2,1,0.0001,1,10000,3,0.3,FALSE,0.0001,4,lmmvae,1.222445564,,2.689859629,,200,190.5019581,182.8400914,180.58638,21.30879593,22515.80469,166.5210666,164.2583771,21.47293472,22605.42188
spatial,100000,100,1,1,0.0001,1,10000,3,3,FALSE,0.0001,0,pca-ignore,1.852998177,,,,,1.742590189,137.0496458,,,,136.9943795,,,
spatial,100000,100,1,1,0.0001,1,10000,3,3,FALSE,0.0001,0,vae-ignore,1.373575047,,,,200,93.85043573,137.4673004,137.4660034,13.17502689,,137.4822235,137.4808655,13.28622055,
spatial,100000,100,1,1,0.0001,1,10000,3,3,FALSE,0.0001,0,vae-embed,1.408042386,,,,200,111.4097629,137.543457,137.5309448,123.754776,,140.9468842,140.9353485,114.0142212,
spatial,100000,100,1,1,0.0001,1,10000,3,3,FALSE,0.0001,0,lmmvae,1.031978674,,0.77536118,,200,189.9475737,168.1685791,167.4959564,73.69705963,6654.904785,158.897934,158.228363,71.47134399,6625.667969
spatial,100000,100,1,1,0.0001,1,10000,3,3,FALSE,0.0001,1,pca-ignore,1.639857114,,,,,1.151751041,137.1932344,,,,137.0861511,,,
spatial,100000,100,1,1,0.0001,1,10000,3,3,FALSE,0.0001,1,vae-ignore,1.286530498,,,,200,93.68939805,128.5776672,128.5765076,10.45475292,,128.7667389,128.7657623,10.33084202,
spatial,100000,100,1,1,0.0001,1,10000,3,3,FALSE,0.0001,1,vae-embed,1.337808012,,,,200,112.1595399,132.0971222,132.0792694,176.5905762,,133.9040527,133.8859711,180.2043304,
spatial,100000,100,1,1,0.0001,1,10000,3,3,FALSE,0.0001,1,lmmvae,1.017370521,,0.712905824,,200,190.1140645,166.4088287,165.7421875,26.1323452,6644.331055,155.9718475,155.3052826,25.97426796,6640.632324
spatial,100000,100,1,1,0.0001,1,10000,3,3,FALSE,0.0001,2,pca-ignore,1.679083179,,,,,1.161870718,135.9745003,,,,135.9703235,,,
spatial,100000,100,1,1,0.0001,1,10000,3,3,FALSE,0.0001,2,vae-ignore,1.360454685,,,,200,93.62726712,135.9668579,135.9658203,10.78757858,,136.1871796,136.1861572,10.80404091,
spatial,100000,100,1,1,0.0001,1,10000,3,3,FALSE,0.0001,2,vae-embed,1.342939155,,,,200,111.4744811,132.749115,132.7382507,110.3696136,,134.4340057,134.4234009,106.2804642,
spatial,100000,100,1,1,0.0001,1,10000,3,3,FALSE,0.0001,2,lmmvae,1.019191877,,0.759289801,,200,189.1313531,175.9358215,175.2272034,45.49411392,7041.666504,165.8280182,165.1248932,45.64490128,6985.463379
spatial,100000,100,1,1,0.0001,1,10000,3,3,FALSE,0.0001,3,pca-ignore,1.750793155,,,,,1.083501339,136.5027131,,,,136.7044914,,,
spatial,100000,100,1,1,0.0001,1,10000,3,3,FALSE,0.0001,3,vae-ignore,1.359320854,,,,200,93.49327445,135.574646,135.5738068,10.06777287,,136.0667572,136.0658569,10.02748394,
spatial,100000,100,1,1,0.0001,1,10000,3,3,FALSE,0.0001,3,vae-embed,1.431552035,,,,200,110.9989839,140.4768524,140.4672241,95.28095245,,143.3146057,143.3054199,93.04568481,
spatial,100000,100,1,1,0.0001,1,10000,3,3,FALSE,0.0001,3,lmmvae,1.013414815,,0.738832116,,200,190.1092606,157.0823822,156.45224,23.74533272,6277.78125,148.6912384,148.0687866,24.07092857,6200.960449
spatial,100000,100,1,1,0.0001,1,10000,3,3,FALSE,0.0001,4,pca-ignore,1.676630968,,,,,1.06075263,139.0560598,,,,138.8567188,,,
spatial,100000,100,1,1,0.0001,1,10000,3,3,FALSE,0.0001,4,vae-ignore,1.25040893,,,,200,94.39924026,125.2817841,125.2784271,33.583004,,125.1737595,125.1703262,33.84852982,
spatial,100000,100,1,1,0.0001,1,10000,3,3,FALSE,0.0001,4,vae-embed,1.310422945,,,,200,112.2125657,127.5348511,127.5328522,19.8565712,,131.2002411,131.1983185,19.29407883,
spatial,100000,100,1,1,0.0001,1,10000,3,3,FALSE,0.0001,4,lmmvae,1.11591082,,0.582068682,,200,191.2510428,160.8770447,160.4044952,24.07680702,4702.285156,153.5619965,153.0930176,24.10560226,4664.986328
spatial,100000,100,2,1,0.0001,1,10000,3,3,FALSE,0.0001,0,pca-ignore,2.046743962,,,,,1.548190832,135.1150838,,,,134.9211876,,,
spatial,100000,100,2,1,0.0001,1,10000,3,3,FALSE,0.0001,0,vae-ignore,1.540526184,,,,200,95.75171018,153.7448273,153.7411346,38.51313019,,154.2295532,154.2256927,38.22305679,
spatial,100000,100,2,1,0.0001,1,10000,3,3,FALSE,0.0001,0,vae-embed,1.529054504,,,,200,113.835182,138.7732697,138.7633209,96.39105988,,153.0802155,153.0708466,93.71488953,
spatial,100000,100,2,1,0.0001,1,10000,3,3,FALSE,0.0001,0,lmmvae,1.092605466,,0.597507119,,200,191.1951158,154.5704498,154.1219177,49.52425766,4437.662598,148.625,148.1826935,49.66275787,4373.725098
spatial,100000,100,2,1,0.0001,1,10000,3,3,FALSE,0.0001,1,pca-ignore,1.939799204,,,,,1.692643404,134.0355816,,,,134.0462893,,,
spatial,100000,100,2,1,0.0001,1,10000,3,3,FALSE,0.0001,1,vae-ignore,1.301952458,,,,200,95.76661301,130.1968842,130.1938324,30.68523788,,130.3067932,130.3036804,30.46785927,
spatial,100000,100,2,1,0.0001,1,10000,3,3,FALSE,0.0001,1,vae-embed,1.665957075,,,,200,114.2314022,162.3125153,162.2900238,224.3051453,,166.7736511,166.751358,223.3208466,
spatial,100000,100,2,1,0.0001,1,10000,3,3,FALSE,0.0001,1,lmmvae,1.033581593,,0.618560314,,200,191.2689891,163.3077087,162.7772217,25.8667469,5277.503418,154.8981781,154.3630829,25.8615036,5324.312012
spatial,100000,100,2,1,0.0001,1,10000,3,3,FALSE,0.0001,2,pca-ignore,1.853700514,,,,,1.591996431,134.2766595,,,,134.3678123,,,
spatial,100000,100,2,1,0.0001,1,10000,3,3,FALSE,0.0001,2,vae-ignore,1.380372713,,,,200,96.6502378,137.4180756,137.4051819,127.0279388,,138.1851196,138.1722717,128.3746643,
spatial,100000,100,2,1,0.0001,1,10000,3,3,FALSE,0.0001,2,vae-embed,1.366034012,,,,200,113.8418946,126.0516129,126.0443268,71.12321472,,136.742981,136.7359772,70.04250336,
spatial,100000,100,2,1,0.0001,1,10000,3,3,FALSE,0.0001,2,lmmvae,1.025406556,,0.68712163,,200,190.8305223,164.6525726,164.1504211,23.15962029,4998.279785,156.3617401,155.8652191,23.39134789,4940.81543
spatial,100000,100,2,1,0.0001,1,10000,3,3,FALSE,0.0001,3,pca-ignore,2.028644726,,,,,1.576350212,134.5160338,,,,134.2735033,,,
spatial,100000,100,2,1,0.0001,1,10000,3,3,FALSE,0.0001,3,vae-ignore,1.334128455,,,,200,96.10879254,132.0119324,132.008606,34.22689056,,133.5300293,133.5267029,33.52616882,
spatial,100000,100,2,1,0.0001,1,10000,3,3,FALSE,0.0001,3,vae-embed,1.695393373,,,,200,114.0185108,157.3401184,157.2924347,476.4667053,,169.815094,169.7684021,465.1931458,
spatial,100000,100,2,1,0.0001,1,10000,3,3,FALSE,0.0001,3,lmmvae,1.042222512,,0.689781785,,200,190.4604206,164.7225037,164.0996399,38.13804626,6190.487793,156.3963928,155.7718811,38.30006027,6206.969727
spatial,100000,100,2,1,0.0001,1,10000,3,3,FALSE,0.0001,4,pca-ignore,1.748661134,,,,,1.746364117,132.8002014,,,,132.5718823,,,
spatial,100000,100,2,1,0.0001,1,10000,3,3,FALSE,0.0001,4,vae-ignore,1.234209408,,,,200,96.26717615,122.8688889,122.8656006,29.04781914,,123.5028,123.4999008,28.99896812,
spatial,100000,100,2,1,0.0001,1,10000,3,3,FALSE,0.0001,4,vae-embed,1.350126973,,,,200,114.0366364,128.1509705,128.141098,98.20472717,,135.1297455,135.1200562,96.14732361,
spatial,100000,100,2,1,0.0001,1,10000,3,3,FALSE,0.0001,4,lmmvae,1.017416455,,0.722262263,,200,190.3982253,158.4542694,157.9513702,21.84255409,5007.686035,151.4582672,150.9556122,21.44299126,5006.418945
spatial,100000,100,1,1,0.0001,1,10000,0.3,0.3,FALSE,0.0001,0,pca-ohe,1.43088032,,,,,39.99488521,,,,,,,,
spatial,100000,100,1,1,0.0001,1,10000,0.3,0.3,FALSE,0.0001,1,pca-ohe,1.496029977,,,,,39.04037547,,,,,,,,
spatial,100000,100,1,1,0.0001,1,10000,0.3,0.3,FALSE,0.0001,2,pca-ohe,1.406617448,,,,,38.756881,,,,,,,,
spatial,100000,100,1,1,0.0001,1,10000,0.3,0.3,FALSE,0.0001,3,pca-ohe,1.524485893,,,,,37.76684284,,,,,,,,
spatial,100000,100,1,1,0.0001,1,10000,0.3,0.3,FALSE,0.0001,4,pca-ohe,1.496845217,,,,,36.58670235,,,,,,,,
spatial,100000,100,2,1,0.0001,1,10000,0.3,0.3,FALSE,0.0001,0,pca-ohe,1.555663102,,,,,37.0699656,,,,,,,,
spatial,100000,100,2,1,0.0001,1,10000,0.3,0.3,FALSE,0.0001,1,pca-ohe,1.660841177,,,,,37.34831882,,,,,,,,
spatial,100000,100,2,1,0.0001,1,10000,0.3,0.3,FALSE,0.0001,2,pca-ohe,1.774796751,,,,,37.01120281,,,,,,,,
spatial,100000,100,2,1,0.0001,1,10000,0.3,0.3,FALSE,0.0001,3,pca-ohe,1.677877612,,,,,37.34045792,,,,,,,,
spatial,100000,100,2,1,0.0001,1,10000,0.3,0.3,FALSE,0.0001,4,pca-ohe,1.654726305,,,,,38.01166773,,,,,,,,
spatial,100000,100,1,1,0.0001,1,10000,0.3,3,FALSE,0.0001,0,pca-ohe,1.232108096,,,,,37.81373811,,,,,,,,
spatial,100000,100,1,1,0.0001,1,10000,0.3,3,FALSE,0.0001,1,pca-ohe,1.207384055,,,,,36.90126395,,,,,,,,
spatial,100000,100,1,1,0.0001,1,10000,0.3,3,FALSE,0.0001,2,pca-ohe,1.198065786,,,,,36.5435946,,,,,,,,
spatial,100000,100,1,1,0.0001,1,10000,0.3,3,FALSE,0.0001,3,pca-ohe,1.287726727,,,,,36.88136578,,,,,,,,
spatial,100000,100,1,1,0.0001,1,10000,0.3,3,FALSE,0.0001,4,pca-ohe,1.31718346,,,,,36.29076362,,,,,,,,
spatial,100000,100,2,1,0.0001,1,10000,0.3,3,FALSE,0.0001,0,pca-ohe,1.421367188,,,,,37.74568701,,,,,,,,
spatial,100000,100,2,1,0.0001,1,10000,0.3,3,FALSE,0.0001,1,pca-ohe,1.442019485,,,,,37.33496118,,,,,,,,
spatial,100000,100,2,1,0.0001,1,10000,0.3,3,FALSE,0.0001,2,pca-ohe,1.383178894,,,,,36.47405934,,,,,,,,
spatial,100000,100,2,1,0.0001,1,10000,0.3,3,FALSE,0.0001,3,pca-ohe,1.426825327,,,,,36.8346734,,,,,,,,
spatial,100000,100,2,1,0.0001,1,10000,0.3,3,FALSE,0.0001,4,pca-ohe,1.403671401,,,,,37.0652678,,,,,,,,
spatial,100000,100,1,1,0.0001,1,10000,3,0.3,FALSE,0.0001,0,pca-ohe,3.474627448,,,,,37.18928647,,,,,,,,
spatial,100000,100,1,1,0.0001,1,10000,3,0.3,FALSE,0.0001,1,pca-ohe,3.594819789,,,,,37.50278473,,,,,,,,
spatial,100000,100,1,1,0.0001,1,10000,3,0.3,FALSE,0.0001,2,pca-ohe,3.588443263,,,,,36.19254994,,,,,,,,
spatial,100000,100,1,1,0.0001,1,10000,3,0.3,FALSE,0.0001,3,pca-ohe,3.587311025,,,,,36.68401241,,,,,,,,
spatial,100000,100,1,1,0.0001,1,10000,3,0.3,FALSE,0.0001,4,pca-ohe,3.385373042,,,,,36.75860357,,,,,,,,
spatial,100000,100,2,1,0.0001,1,10000,3,0.3,FALSE,0.0001,0,pca-ohe,3.359974373,,,,,37.99349666,,,,,,,,
spatial,100000,100,2,1,0.0001,1,10000,3,0.3,FALSE,0.0001,1,pca-ohe,3.335325773,,,,,36.83277845,,,,,,,,
spatial,100000,100,2,1,0.0001,1,10000,3,0.3,FALSE,0.0001,2,pca-ohe,3.190710339,,,,,37.16746855,,,,,,,,
spatial,100000,100,2,1,0.0001,1,10000,3,0.3,FALSE,0.0001,3,pca-ohe,3.252763142,,,,,37.66157746,,,,,,,,
spatial,100000,100,2,1,0.0001,1,10000,3,0.3,FALSE,0.0001,4,pca-ohe,3.353306811,,,,,36.51530457,,,,,,,,
spatial,100000,100,1,1,0.0001,1,10000,3,3,FALSE,0.0001,0,pca-ohe,1.922333167,,,,,37.02978635,,,,,,,,
spatial,100000,100,1,1,0.0001,1,10000,3,3,FALSE,0.0001,1,pca-ohe,1.665935809,,,,,36.79180288,,,,,,,,
spatial,100000,100,1,1,0.0001,1,10000,3,3,FALSE,0.0001,2,pca-ohe,1.890821655,,,,,37.45671439,,,,,,,,
spatial,100000,100,1,1,0.0001,1,10000,3,3,FALSE,0.0001,3,pca-ohe,1.868515268,,,,,36.58232093,,,,,,,,
spatial,100000,100,1,1,0.0001,1,10000,3,3,FALSE,0.0001,4,pca-ohe,1.84729954,,,,,36.15403581,,,,,,,,
spatial,100000,100,2,1,0.0001,1,10000,3,3,FALSE,0.0001,0,pca-ohe,1.857397219,,,,,38.23989153,,,,,,,,
spatial,100000,100,2,1,0.0001,1,10000,3,3,FALSE,0.0001,1,pca-ohe,1.90559586,,,,,37.35230088,,,,,,,,
spatial,100000,100,2,1,0.0001,1,10000,3,3,FALSE,0.0001,2,pca-ohe,1.965553285,,,,,37.49042416,,,,,,,,
spatial,100000,100,2,1,0.0001,1,10000,3,3,FALSE,0.0001,3,pca-ohe,1.904182272,,,,,36.95255589,,,,,,,,
spatial,100000,100,2,1,0.0001,1,10000,3,3,FALSE,0.0001,4,pca-ohe,1.871878533,,,,,38.05066133,,,,,,,,
spatial,100000,100,1,1,0.001,1,10000,0.3,0.3,FALSE,0.0001,0,svgpvae-10-16-2,1.530125302,,,,199,504.1606305,,,,,,,,
spatial,100000,100,1,1,0.001,1,10000,0.3,0.3,FALSE,0.0001,1,svgpvae-10-16-2,1.757651947,,,,199,491.5896294,,,,,,,,
spatial,100000,100,1,1,0.001,1,10000,0.3,0.3,FALSE,0.0001,2,svgpvae-10-16-2,1.604425527,,,,199,497.2313387,,,,,,,,
spatial,100000,100,1,1,0.001,1,10000,0.3,0.3,FALSE,0.0001,3,svgpvae-10-16-2,1.433993682,,,,199,491.9755983,,,,,,,,
spatial,100000,100,1,1,0.001,1,10000,0.3,0.3,FALSE,0.0001,4,svgpvae-10-16-2,1.552642917,,,,199,491.4337661,,,,,,,,
spatial,100000,100,2,1,0.001,1,10000,0.3,0.3,FALSE,0.0001,0,svgpvae-10-16-2,1.874438628,,,,199,944.5305159,,,,,,,,
spatial,100000,100,2,1,0.001,1,10000,0.3,0.3,FALSE,0.0001,1,svgpvae-10-16-2,1.908774296,,,,199,934.4943669,,,,,,,,
spatial,100000,100,2,1,0.001,1,10000,0.3,0.3,FALSE,0.0001,2,svgpvae-10-16-2,1.942031591,,,,199,947.4522955,,,,,,,,
spatial,100000,100,2,1,0.001,1,10000,0.3,0.3,FALSE,0.0001,3,svgpvae-10-16-2,1.989599213,,,,199,956.2735865,,,,,,,,
spatial,100000,100,2,1,0.001,1,10000,0.3,0.3,FALSE,0.0001,4,svgpvae-10-16-2,1.868505924,,,,199,963.2800012,,,,,,,,
spatial,100000,100,1,1,0.001,1,10000,0.3,3,FALSE,0.0001,0,svgpvae-10-16-2,1.508381664,,,,199,496.5851622,,,,,,,,
spatial,100000,100,1,1,0.001,1,10000,0.3,3,FALSE,0.0001,1,svgpvae-10-16-2,1.551469125,,,,199,489.9775801,,,,,,,,
spatial,100000,100,1,1,0.001,1,10000,0.3,3,FALSE,0.0001,2,svgpvae-10-16-2,1.57245465,,,,199,511.7580032,,,,,,,,
spatial,100000,100,1,1,0.001,1,10000,0.3,3,FALSE,0.0001,3,svgpvae-10-16-2,1.66958476,,,,199,496.3834603,,,,,,,,
spatial,100000,100,1,1,0.001,1,10000,0.3,3,FALSE,0.0001,4,svgpvae-10-16-2,1.295614806,,,,199,493.3559699,,,,,,,,
spatial,100000,100,2,1,0.001,1,10000,0.3,3,FALSE,0.0001,0,svgpvae-10-16-2,2.051968065,,,,199,937.5166864,,,,,,,,
spatial,100000,100,2,1,0.001,1,10000,0.3,3,FALSE,0.0001,1,svgpvae-10-16-2,2.141871192,,,,199,932.9154077,,,,,,,,
spatial,100000,100,2,1,0.001,1,10000,0.3,3,FALSE,0.0001,2,svgpvae-10-16-2,1.984456546,,,,199,934.2778804,,,,,,,,
spatial,100000,100,2,1,0.001,1,10000,0.3,3,FALSE,0.0001,3,svgpvae-10-16-2,1.894412018,,,,199,932.1921749,,,,,,,,
spatial,100000,100,2,1,0.001,1,10000,0.3,3,FALSE,0.0001,4,svgpvae-10-16-2,1.973435251,,,,199,960.9150362,,,,,,,,
spatial,100000,100,1,1,0.001,1,10000,3,0.3,FALSE,0.0001,0,svgpvae-10-16-2,2.324865408,,,,199,499.5715978,,,,,,,,
spatial,100000,100,1,1,0.001,1,10000,3,0.3,FALSE,0.0001,1,svgpvae-10-16-2,2.435481064,,,,199,491.8132262,,,,,,,,
spatial,100000,100,1,1,0.001,1,10000,3,0.3,FALSE,0.0001,2,svgpvae-10-16-2,2.735734811,,,,199,498.3226049,,,,,,,,
spatial,100000,100,1,1,0.001,1,10000,3,0.3,FALSE,0.0001,3,svgpvae-10-16-2,2.353318048,,,,199,499.1576359,,,,,,,,
spatial,100000,100,1,1,0.001,1,10000,3,0.3,FALSE,0.0001,4,svgpvae-10-16-2,2.420748208,,,,199,496.7701352,,,,,,,,
spatial,100000,100,1,1,0.001,1,10000,3,3,FALSE,0.0001,0,svgpvae-10-16-2,1.64328453,,,,199,496.0239997,,,,,,,,
spatial,100000,100,1,1,0.001,1,10000,3,3,FALSE,0.0001,1,svgpvae-10-16-2,1.546666992,,,,199,496.54019,,,,,,,,
spatial,100000,100,1,1,0.001,1,10000,3,3,FALSE,0.0001,2,svgpvae-10-16-2,1.578723226,,,,199,493.6086926,,,,,,,,
spatial,100000,100,1,1,0.001,1,10000,3,3,FALSE,0.0001,3,svgpvae-10-16-2,1.475429558,,,,199,492.8626158,,,,,,,,
spatial,100000,100,1,1,0.001,1,10000,3,3,FALSE,0.0001,4,svgpvae-10-16-2,1.603006807,,,,199,493.006978,,,,,,,,
spatial,100000,100,2,1,0.001,1,10000,3,0.3,FALSE,0.0001,0,svgpvae-10-16-2,2.424665259,,,,199,941.2832148,,,,,,,,
spatial,100000,100,2,1,0.001,1,10000,3,0.3,FALSE,0.0001,1,svgpvae-10-16-2,,,,,199,927.8060496,,,,,,,,
spatial,100000,100,2,1,0.001,1,10000,3,0.3,FALSE,0.0001,2,svgpvae-10-16-2,2.384307273,,,,199,946.7668619,,,,,,,,
spatial,100000,100,2,1,0.001,1,10000,3,0.3,FALSE,0.0001,3,svgpvae-10-16-2,2.504646128,,,,199,926.5431798,,,,,,,,
spatial,100000,100,2,1,0.001,1,10000,3,0.3,FALSE,0.0001,4,svgpvae-10-16-2,,,,,199,926.8913004,,,,,,,,
spatial,100000,100,2,1,0.001,1,10000,3,3,FALSE,0.0001,0,svgpvae-10-16-2,1.912810807,,,,199,931.3897438,,,,,,,,
spatial,100000,100,2,1,0.001,1,10000,3,3,FALSE,0.0001,1,svgpvae-10-16-2,1.956474886,,,,199,936.9637132,,,,,,,,
spatial,100000,100,2,1,0.001,1,10000,3,3,FALSE,0.0001,2,svgpvae-10-16-2,1.894390839,,,,199,943.9976535,,,,,,,,
spatial,100000,100,2,1,0.001,1,10000,3,3,FALSE,0.0001,3,svgpvae-10-16-2,1.900599739,,,,199,935.3342152,,,,,,,,
spatial,100000,100,2,1,0.001,1,10000,3,3,FALSE,0.0001,4,svgpvae-10-16-2,1.962449113,,,,199,930.3104055,,,,,,,,
