,mode,N,p,d,sig2e,beta,re_prior,q0,sig2b0,sig2b1,sig2b2,rho0,rho1,sig2bs_identical,thresh,experiment,exp_type,mse_X,sig2e_est,sig2b_est0,sig2b_est1,sig2b_est2,rho_est0,rho_est1,n_epochs,time
302,longitudinal,100000,100,2,1,0.001,1,1000,3,3,3,0.3,0.3,FALSE,0.0001,0,vae-ignore,11.40695074,,,,,,,200,82.49429536
303,longitudinal,100000,100,2,1,0.001,1,1000,3,3,3,0.3,0.3,FALSE,0.0001,0,vae-embed,11.65803216,,,,,,,200,89.68435884
304,longitudinal,100000,100,2,1,0.001,1,1000,3,3,3,0.3,0.3,FALSE,0.0001,0,lmmvae,2.581474391,,2.939646959,0.387028933,0.115267083,,,200,193.9841447
305,longitudinal,100000,100,2,1,0.001,1,1000,3,3,3,0.3,0.3,FALSE,0.0001,1,pca-ignore,11.67613696,,,,,,,,0.824156523
306,longitudinal,100000,100,2,1,0.001,1,1000,3,3,3,0.3,0.3,FALSE,0.0001,1,vae-ignore,11.49054197,,,,,,,200,83.56878281
307,longitudinal,100000,100,2,1,0.001,1,1000,3,3,3,0.3,0.3,FALSE,0.0001,1,vae-embed,11.35375114,,,,,,,200,89.49416828
308,longitudinal,100000,100,2,1,0.001,1,1000,3,3,3,0.3,0.3,FALSE,0.0001,1,lmmvae,2.548323771,,2.926531076,0.389786959,0.117036007,,,200,194.4279428
309,longitudinal,100000,100,2,1,0.001,1,1000,3,3,3,0.3,0.3,FALSE,0.0001,2,pca-ignore,11.6380146,,,,,,,,0.786034822
310,longitudinal,100000,100,2,1,0.001,1,1000,3,3,3,0.3,0.3,FALSE,0.0001,2,vae-ignore,11.14029489,,,,,,,200,82.71725678
311,longitudinal,100000,100,2,1,0.001,1,1000,3,3,3,0.3,0.3,FALSE,0.0001,2,vae-embed,11.22522774,,,,,,,200,88.97820902
312,longitudinal,100000,100,2,1,0.001,1,1000,3,3,3,0.3,0.3,FALSE,0.0001,2,lmmvae,2.517934451,,2.895081282,0.395607561,0.120783359,,,200,194.0115063
313,longitudinal,100000,100,2,1,0.001,1,1000,3,3,3,0.3,0.3,FALSE,0.0001,3,pca-ignore,11.78338722,,,,,,,,0.794527769
314,longitudinal,100000,100,2,1,0.001,1,1000,3,3,3,0.3,0.3,FALSE,0.0001,3,vae-ignore,11.34771872,,,,,,,200,83.10476494
315,longitudinal,100000,100,2,1,0.001,1,1000,3,3,3,0.3,0.3,FALSE,0.0001,3,vae-embed,11.51681863,,,,,,,200,89.86230469
316,longitudinal,100000,100,2,1,0.001,1,1000,3,3,3,0.3,0.3,FALSE,0.0001,3,lmmvae,2.545253,,2.919243813,0.387233913,0.114595249,,,200,194.4376054
317,longitudinal,100000,100,2,1,0.001,1,1000,3,3,3,0.3,0.3,FALSE,0.0001,4,pca-ignore,11.70997315,,,,,,,,0.694997549
