,mode,N,p,d,sig2e,beta,re_prior,q_spatial,sig2b0_spatial,sig2b1_spatial,sig2bs_identical,thresh,experiment,exp_type,mse_X,sig2e_est,sig2b_spatial_est0,sig2b_spatial_est1,n_epochs,time
44,spatial2,100000,100,2,1,0.001,1,10000,0.3,0.3,FALSE,0.0001,3,lmmvae,1.086161161,,0.154313758,,200,434.6708007
45,spatial2,100000,100,2,1,0.001,1,10000,0.3,0.3,FALSE,0.0001,3,lmmvae-sfc,1.409621671,,0.438381642,,200,622.8713491
46,spatial2,100000,100,2,1,0.001,1,10000,0.3,0.3,FALSE,0.0001,4,pca-ignore,1.630527581,,,,,0.755094528
47,spatial2,100000,100,2,1,0.001,1,10000,0.3,0.3,FALSE,0.0001,4,pca-ohe,1.633126722,,,,,64.22979498
48,spatial2,100000,100,2,1,0.001,1,10000,0.3,0.3,FALSE,0.0001,4,vae-ignore,1.235339532,,,,200,260.2273829
49,spatial2,100000,100,2,1,0.001,1,10000,0.3,0.3,FALSE,0.0001,4,lmmvae,1.104811729,,0.152538806,,200,437.7485704
50,spatial2,100000,100,2,1,0.001,1,10000,0.3,0.3,FALSE,0.0001,4,lmmvae-sfc,1.400610614,,0.430229962,,200,629.5878112
51,spatial2,100000,100,1,1,0.001,1,10000,0.3,3,FALSE,0.0001,0,pca-ignore,1.411344015,,,,,0.484109163
52,spatial2,100000,100,1,1,0.001,1,10000,0.3,3,FALSE,0.0001,0,pca-ohe,1.411797493,,,,,39.81734228
53,spatial2,100000,100,1,1,0.001,1,10000,0.3,3,FALSE,0.0001,0,vae-ignore,1.075351116,,,,200,83.05505228
54,spatial2,100000,100,1,1,0.001,1,10000,0.3,3,FALSE,0.0001,0,vae-embed,1.114331932,,,,200,88.7438066
55,spatial2,100000,100,1,1,0.001,1,10000,0.3,3,FALSE,0.0001,0,lmmvae,1.015080484,,0.059997372,,200,135.130367
56,spatial2,100000,100,1,1,0.001,1,10000,0.3,3,FALSE,0.0001,1,pca-ignore,1.230775191,,,,,0.475074053
57,spatial2,100000,100,1,1,0.001,1,10000,0.3,3,FALSE,0.0001,1,pca-ohe,1.231222464,,,,,36.02050304
58,spatial2,100000,100,1,1,0.001,1,10000,0.3,3,FALSE,0.0001,1,vae-ignore,1.06202141,,,,200,82.12312889
59,spatial2,100000,100,1,1,0.001,1,10000,0.3,3,FALSE,0.0001,1,vae-embed,1.097518378,,,,200,88.83839893
60,spatial2,100000,100,1,1,0.001,1,10000,0.3,3,FALSE,0.0001,1,lmmvae,1.009367802,,0.07041917,,200,134.5219588
61,spatial2,100000,100,1,1,0.001,1,10000,0.3,3,FALSE,0.0001,2,pca-ignore,1.234303318,,,,,0.504176378
62,spatial2,100000,100,1,1,0.001,1,10000,0.3,3,FALSE,0.0001,2,pca-ohe,1.234587009,,,,,36.47833037
63,spatial2,100000,100,1,1,0.001,1,10000,0.3,3,FALSE,0.0001,2,vae-ignore,1.063639756,,,,200,82.19645143
64,spatial2,100000,100,1,1,0.001,1,10000,0.3,3,FALSE,0.0001,2,vae-embed,1.082319851,,,,200,89.18580317
65,spatial2,100000,100,1,1,0.001,1,10000,0.3,3,FALSE,0.0001,2,lmmvae,1.014155164,,0.052107353,,200,135.0708964
66,spatial2,100000,100,1,1,0.001,1,10000,0.3,3,FALSE,0.0001,3,pca-ignore,1.363900204,,,,,0.490739584
67,spatial2,100000,100,1,1,0.001,1,10000,0.3,3,FALSE,0.0001,3,pca-ohe,1.36423759,,,,,36.55312181
68,spatial2,100000,100,1,1,0.001,1,10000,0.3,3,FALSE,0.0001,3,vae-ignore,1.091247947,,,,200,82.36390758
69,spatial2,100000,100,1,1,0.001,1,10000,0.3,3,FALSE,0.0001,3,vae-embed,1.097476713,,,,200,88.81907988
70,spatial2,100000,100,1,1,0.001,1,10000,0.3,3,FALSE,0.0001,3,lmmvae,1.019176412,,0.065147676,,200,133.5023468
71,spatial2,100000,100,1,1,0.001,1,10000,0.3,3,FALSE,0.0001,4,pca-ignore,1.305561958,,,,,0.484850168
