,mode,N,p,d,sig2e,beta,re_prior,q0,sig2b0,sig2b1,sig2b2,rho0,rho1,sig2bs_identical,thresh,experiment,exp_type,mse_X,sig2e_est,sig2b_est0,sig2b_est1,sig2b_est2,rho_est0,rho_est1,n_epochs,time
86,longitudinal,100000,100,1,1,0.001,1,1000,0.3,3,0.3,0.3,0.3,FALSE,0.0001,1,vae-ignore,2.723233254,,,,,,,200,81.32422948
87,longitudinal,100000,100,1,1,0.001,1,1000,0.3,3,0.3,0.3,0.3,FALSE,0.0001,1,vae-embed,2.739900439,,,,,,,200,86.73428488
88,longitudinal,100000,100,1,1,0.001,1,1000,0.3,3,0.3,0.3,0.3,FALSE,0.0001,1,lmmvae,1.690444947,,0.485208333,0.127589747,0.051765408,,,200,192.1766412
89,longitudinal,100000,100,1,1,0.001,1,1000,0.3,3,0.3,0.3,0.3,FALSE,0.0001,2,pca-ignore,2.83073594,,,,,,,,0.736668587
90,longitudinal,100000,100,1,1,0.001,1,1000,0.3,3,0.3,0.3,0.3,FALSE,0.0001,2,vae-ignore,2.684245361,,,,,,,200,81.1558826
91,longitudinal,100000,100,1,1,0.001,1,1000,0.3,3,0.3,0.3,0.3,FALSE,0.0001,2,vae-embed,2.699298881,,,,,,,200,87.19388556
92,longitudinal,100000,100,1,1,0.001,1,1000,0.3,3,0.3,0.3,0.3,FALSE,0.0001,2,lmmvae,1.32142664,,0.659579217,0.158786491,0.062848613,,,200,190.9160116
93,longitudinal,100000,100,1,1,0.001,1,1000,0.3,3,0.3,0.3,0.3,FALSE,0.0001,3,pca-ignore,2.81130074,,,,,,,,0.928590775
94,longitudinal,100000,100,1,1,0.001,1,1000,0.3,3,0.3,0.3,0.3,FALSE,0.0001,3,vae-ignore,2.688835849,,,,,,,200,80.23115659
95,longitudinal,100000,100,1,1,0.001,1,1000,0.3,3,0.3,0.3,0.3,FALSE,0.0001,3,vae-embed,2.701043514,,,,,,,200,86.92860317
96,longitudinal,100000,100,1,1,0.001,1,1000,0.3,3,0.3,0.3,0.3,FALSE,0.0001,3,lmmvae,1.217062598,,0.6533162,0.16025348,0.064281501,,,200,192.1788757
97,longitudinal,100000,100,1,1,0.001,1,1000,0.3,3,0.3,0.3,0.3,FALSE,0.0001,4,pca-ignore,2.827499977,,,,,,,,0.759371281
98,longitudinal,100000,100,1,1,0.001,1,1000,0.3,3,0.3,0.3,0.3,FALSE,0.0001,4,vae-ignore,2.679412889,,,,,,,200,80.33817172
99,longitudinal,100000,100,1,1,0.001,1,1000,0.3,3,0.3,0.3,0.3,FALSE,0.0001,4,vae-embed,2.669555978,,,,,,,200,86.78503108
100,longitudinal,100000,100,1,1,0.001,1,1000,0.3,3,0.3,0.3,0.3,FALSE,0.0001,4,lmmvae,1.211820205,,0.655210257,0.159255534,0.062916219,,,200,190.8884835
