d,beta,re_prior,experiment,exp_type,mse_X,sigma_b0_spatial_est,n_epoch,time,total_loss_tr,recon_loss_tr,kl_loss_tr,re_kl_loss_tr,total_loss_te,recon_loss_te,kl_loss_te,re_kl_loss_te
2,0.01,0.01,3,lmmvae,0.004479886,3.17E-06,200,148.0000014,0.186013579,0.140822127,4.469408035,0.049744137,0.178743795,0.134042472,4.423540592,0.046587631
2,0.01,0.01,3,pca-ignore,0.01399979,,,0.378830433,42.88904793,,,,41.98810527,,,
2,0.01,0.01,3,pca-ohe,0.01404712,,,27.14597487,3571.836203,,,,2324.919988,,,
2,0.01,0.01,3,vae-ignore,0.01677569,,200,68.15420103,0.465654075,0.380975664,8.467881203,,0.683140874,0.5985744,8.456589699,
2,0.01,0.01,3,vae-em,0.029986837,,200,89.94083285,0.468595207,0.380464107,8.813069344,,1.30308044,1.21578455,8.72947216,
2,0.01,0.01,4,lmmvae,0.004928948,5.38E-06,200,144.4694397,0.178570554,0.134676546,4.371194839,0.018186392,0.192526862,0.147706479,4.463300228,0.018736022
2,0.01,0.01,4,pca-ignore,0.014542667,,,0.397497416,42.90383436,,,,43.62993511,,,
2,0.01,0.01,4,pca-ohe,0.014535125,,,27.24033689,3571.864275,,,,2326.270582,,,
2,0.01,0.01,4,vae-ignore,0.016980036,,200,66.40629959,0.511025906,0.425110221,8.591574669,,0.704679608,0.617801964,8.687754631,
2,0.01,0.01,4,vae-em,0.025744332,,200,87.59136033,0.471485436,0.381693959,8.979129791,,1.073010564,0.982731879,9.027943611,
5,0.01,0.01,0,lmmvae,0.002365191,1.49E-06,200,153.4255204,0.13312225,0.070159286,6.280978203,0.015323032,0.132019222,0.070948951,6.090735912,0.016291464
5,0.01,0.01,0,pca-ignore,0.009347431,,,0.303597927,40.94605842,,,,41.35915724,,,
5,0.01,0.01,0,pca-ohe,0.009756102,,,25.82586622,3569.106316,,,,2321.762751,,,
5,0.01,0.01,0,vae-ignore,0.003040222,,200,69.48997974,0.224732503,0.099582419,12.5149765,,0.230574876,0.105829194,12.47456837,
5,0.01,0.01,0,vae-em,0.006247955,,200,87.31110811,0.232155085,0.106778584,12.53766346,,0.429384351,0.301660448,12.77236748,
5,0.01,0.01,1,lmmvae,0.002618651,6.53E-06,200,198.4573574,0.134934098,0.072536036,6.216309071,0.023497622,0.141888544,0.078228623,6.341896057,0.024101067
5,0.01,0.01,1,pca-ignore,0.01020475,,,0.310191154,40.99339544,,,,42.46422941,,,
5,0.01,0.01,1,pca-ohe,0.010387729,,,25.73587489,3569.140067,,,,2322.7962,,,
5,0.01,0.01,1,vae-ignore,0.003265908,,200,69.50963759,0.229888931,0.104094587,12.57942581,,0.254158467,0.124280736,12.98778152,
5,0.01,0.01,1,vae-em,0.007773978,,200,89.00591922,0.24095878,0.114493906,12.6464777,,0.461193681,0.325913668,13.52799702,
5,0.01,0.01,2,lmmvae,0.002977599,8.49E-06,200,143.8210599,0.141631827,0.082053564,5.937603951,0.020213356,0.150148556,0.089088194,6.085148335,0.020884123
5,0.01,0.01,2,pca-ignore,0.009730523,,,0.391340971,40.94260362,,,,41.26381327,,,
5,0.01,0.01,2,pca-ohe,0.01021357,,,25.40875053,3569.112998,,,,2321.798032,,,
5,0.01,0.01,2,vae-ignore,0.003544428,,200,68.13468075,0.244869307,0.116454132,12.84153175,,0.259284407,0.131911784,12.73726845,
5,0.01,0.01,2,vae-em,0.004043861,,200,89.73970914,0.233257875,0.097939596,13.53182793,,0.309334069,0.170010105,13.93238354,
5,0.01,0.01,3,lmmvae,0.0025867,2.17E-05,200,145.2149854,0.135875404,0.07541316,6.024474621,0.021742987,0.13617669,0.077682249,5.82725668,0.022182355
5,0.01,0.01,3,pca-ignore,0.009480989,,,0.353198051,40.94379374,,,,40.13682958,,,
5,0.01,0.01,3,pca-ohe,0.010148953,,,25.69004774,3570.483721,,,,2321.875418,,,
5,0.01,0.01,3,vae-ignore,0.003341549,,200,68.5282445,0.229502991,0.102607131,12.68955612,,0.248815805,0.120419502,12.83963966,
5,0.01,0.01,3,vae-em,0.005962524,,200,88.61865354,0.229662433,0.1030837,12.65786934,,0.375480026,0.247192293,12.82879353,
5,0.01,0.01,4,lmmvae,0.002812345,9.47E-06,200,143.6352894,0.136078775,0.078220531,5.758388042,0.027452864,0.144538909,0.084550045,5.971099377,0.027799625
5,0.01,0.01,4,pca-ignore,0.009919868,,,0.438362837,41.028444,,,,41.4647008,,,
5,0.01,0.01,4,pca-ohe,0.010172724,,,24.87416673,3570.550726,,,,2322.997874,,,
5,0.01,0.01,4,vae-ignore,0.003333626,,200,66.52438331,0.224090919,0.097265035,12.68258953,,0.242168963,0.114750609,12.74184132,
5,0.01,0.01,4,vae-em,0.006250612,,200,86.59862542,0.228724495,0.101641744,12.70830345,,0.383740604,0.246228546,13.75123024,
1,0.001,0.001,0,svgpvae_16_2,0.019693007,,199,319.3190427,,,,,,,,
1,0.001,0.001,1,svgpvae_16_2,0.022678493,,199,308.5766966,,,,,,,,
1,0.001,0.001,2,svgpvae_16_2,0.022922082,,199,298.410141,,,,,,,,
1,0.001,0.001,3,svgpvae_16_2,0.021336151,,199,291.948348,,,,,,,,
1,0.001,0.001,4,svgpvae_16_2,0.024641693,,199,281.5555747,,,,,,,,
2,0.001,0.001,0,svgpvae_16_2,0.020706565,,199,554.7816679,,,,,,,,
2,0.001,0.001,1,svgpvae_16_2,0.022734184,,199,546.9880369,,,,,,,,
2,0.001,0.001,2,svgpvae_16_2,0.022768709,,199,525.7198954,,,,,,,,
2,0.001,0.001,3,svgpvae_16_2,0.022078788,,199,526.7676597,,,,,,,,
2,0.001,0.001,4,svgpvae_16_2,0.023991739,,199,507.5680656,,,,,,,,
5,0.001,0.001,0,svgpvae_16_2,0.035897581,,199,1308.864405,,,,,,,,
5,0.001,0.001,1,svgpvae_16_2,0.038571984,,199,1290.210978,,,,,,,,
5,0.001,0.001,2,svgpvae_16_2,0.036688732,,199,1246.598752,,,,,,,,
5,0.001,0.001,3,svgpvae_16_2,0.034158319,,199,1221.656559,,,,,,,,
5,0.001,0.001,4,svgpvae_16_2,0.040896269,,199,1178.482135,,,,,,,,
1,0.001,0.001,0,vae-ohe,0.017703191,,200,228.853497,,,,,,,,
1,0.001,0.001,1,vae-ohe,0.019469976,,200,225.8090634,,,,,,,,
