d,beta,re_prior,experiment,exp_type,mse_X,sigma_b0_spatial_est,n_epoch,time,total_loss_tr,recon_loss_tr,kl_loss_tr,re_kl_loss_tr,total_loss_te,recon_loss_te,kl_loss_te,re_kl_loss_te
2,0.01,0.1,4,pca-ignore,0.015799565,,,0.484292269,43.90191705,,,,44.40619931,,,
2,0.01,0.1,4,pca-ohe,0.015656677,,,25.88820362,3548.829749,,,,2311.039829,,,
2,0.01,0.1,4,vae-ignore,0.017183853,,200,67.45147443,0.646686196,0.559080184,8.760549545,,0.740832329,0.653584838,8.724715233,
2,0.01,0.1,4,vae-em,0.034623814,,200,84.06828165,0.659524202,0.566821158,9.270318985,,1.58088088,1.486770511,9.411158562,
5,0.01,0.1,0,lmmvae,0.00447347,0.000128935,200,148.1401482,0.261349946,0.133888692,12.65322876,0.092896417,0.265445203,0.138715789,12.59773636,0.075213902
5,0.01,0.1,0,pca-ignore,0.010385614,,,0.262793064,41.91140559,,,,42.41451699,,,
5,0.01,0.1,0,pca-ohe,0.01094153,,,26.15995717,3546.077192,,,,2307.128926,,,
5,0.01,0.1,0,vae-ignore,0.003985531,,200,68.73282337,0.25301528,0.110565014,14.2450304,,0.287569672,0.144136325,14.34335518,
5,0.01,0.1,0,vae-em,0.005491322,,200,90.5477283,0.259272188,0.118395671,14.08765602,,0.36436218,0.223674461,14.06878662,
5,0.01,0.1,1,lmmvae,0.003008068,1.65E-05,200,151.2725811,0.15905115,0.091795586,6.650831699,0.074725479,0.161233827,0.094317488,6.61699152,0.074647576
5,0.01,0.1,1,pca-ignore,0.010179379,,,0.422546864,41.9231503,,,,41.53030472,,,
5,0.01,0.1,1,pca-ohe,0.010596959,,,25.2374754,3546.111405,,,,2306.561485,,,
5,0.01,0.1,1,vae-ignore,0.003410607,,200,69.98211217,0.262607008,0.113808312,14.87989616,,0.278835505,0.129529119,14.93064117,
5,0.01,0.1,1,vae-em,0.005923422,,200,90.95465755,0.262757093,0.121392474,14.1364584,,0.379079074,0.23701179,14.20675564,
5,0.01,0.1,2,lmmvae,0.004261545,7.49E-05,200,142.7207456,0.164946765,0.098948114,6.521958351,0.07789778,0.204379722,0.132503375,7.096059799,0.091560364
5,0.01,0.1,2,pca-ignore,0.012229389,,,0.428427219,41.86860948,,,,46.66178202,,,
5,0.01,0.1,2,pca-ohe,0.012468929,,,24.86300707,3547.538389,,,,2310.923713,,,
5,0.01,0.1,2,vae-ignore,0.00524087,,200,67.84384346,0.260616422,0.117329359,14.32870007,,0.325217068,0.17960532,14.56115723,
5,0.01,0.1,2,vae-em,0.006238517,,200,86.83648086,0.261048764,0.122038335,13.90103912,,0.383996397,0.238608658,14.53878307,
5,0.01,0.1,3,lmmvae,0.002869857,4.00E-05,200,151.7019486,0.160719767,0.089946367,7.006624699,0.070688449,0.155923739,0.090053074,6.514352798,0.072709061
5,0.01,0.1,3,pca-ignore,0.010220337,,,0.393455505,41.80032087,,,,40.86699722,,,
5,0.01,0.1,3,pca-ohe,0.010792286,,,25.56892109,3547.458511,,,,2306.719744,,,
5,0.01,0.1,3,vae-ignore,0.003475121,,200,69.96274638,0.262953937,0.120548524,14.24052334,,0.271736294,0.129478961,14.22571468,
5,0.01,0.1,3,vae-em,0.004532554,,200,94.318326,0.260248035,0.120019503,14.02283859,,0.338530183,0.196659088,14.18710518,
5,0.01,0.1,4,lmmvae,0.003012126,3.57E-05,200,146.1380675,0.164074793,0.092191458,7.073383808,0.114945889,0.164983541,0.094009586,6.982884407,0.114515126
5,0.01,0.1,4,pca-ignore,0.010362783,,,0.3285923,41.8592895,,,,42.10169606,,,
5,0.01,0.1,4,pca-ohe,0.010670067,,,27.03788257,3547.485552,,,,2307.659506,,,
5,0.01,0.1,4,vae-ignore,0.003792565,,200,67.85108781,0.260961473,0.118170723,14.27906227,,0.285526067,0.142343089,14.31829166,
5,0.01,0.1,4,vae-em,0.006420361,,200,85.66494298,0.263507247,0.122479796,14.10274982,,0.419258773,0.273102522,14.61561489,
1,0.001,0.1,0,svgpvae_16_2,0.028166281,,199,300.6702259,,,,,,,,
1,0.001,0.1,1,svgpvae_16_2,0.028662067,,199,304.3067825,,,,,,,,
1,0.001,0.1,2,svgpvae_16_2,0.032060891,,199,286.8132746,,,,,,,,
1,0.001,0.1,3,svgpvae_16_2,0.024971119,,199,303.2561429,,,,,,,,
1,0.001,0.1,4,svgpvae_16_2,0.027844986,,199,287.3045609,,,,,,,,
2,0.001,0.1,0,svgpvae_16_2,0.029607917,,199,518.2160351,,,,,,,,
2,0.001,0.1,1,svgpvae_16_2,0.030069401,,199,535.1275561,,,,,,,,
2,0.001,0.1,2,svgpvae_16_2,0.033019411,,199,500.9966052,,,,,,,,
2,0.001,0.1,3,svgpvae_16_2,0.025199686,,199,532.9003501,,,,,,,,
2,0.001,0.1,4,svgpvae_16_2,0.030781204,,199,505.7221255,,,,,,,,
5,0.001,0.1,0,svgpvae_16_2,0.066758338,,199,1185.200402,,,,,,,,
5,0.001,0.1,1,svgpvae_16_2,0.066428989,,199,1224.2547,,,,,,,,
5,0.001,0.1,2,svgpvae_16_2,0.050705051,,199,1150.876973,,,,,,,,
5,0.001,0.1,3,svgpvae_16_2,0.056746063,,199,1228.600669,,,,,,,,
5,0.001,0.1,4,svgpvae_16_2,0.053097206,,199,1163.639783,,,,,,,,
1,0.001,0.1,0,vae-ohe,0.026443275,,200,209.7687125,,,,,,,,
1,0.001,0.1,1,vae-ohe,0.025114267,,200,217.8226209,,,,,,,,
1,0.001,0.1,2,vae-ohe,0.028739569,,200,203.7605052,,,,,,,,
1,0.001,0.1,3,vae-ohe,0.02412666,,200,217.4557106,,,,,,,,
1,0.001,0.1,4,vae-ohe,0.023679182,,200,207.0207291,,,,,,,,
2,0.001,0.1,0,vae-ohe,0.025825717,,200,211.7061219,,,,,,,,
2,0.001,0.1,1,vae-ohe,0.025492774,,200,219.9718049,,,,,,,,
2,0.001,0.1,2,vae-ohe,0.028589088,,200,206.5835259,,,,,,,,
2,0.001,0.1,3,vae-ohe,0.023536813,,200,220.642117,,,,,,,,
2,0.001,0.1,4,vae-ohe,0.022565402,,200,209.7751482,,,,,,,,
5,0.001,0.1,0,vae-ohe,0.025840852,,200,212.3223414,,,,,,,,
5,0.001,0.1,1,vae-ohe,0.024899789,,200,219.9605908,,,,,,,,
5,0.001,0.1,2,vae-ohe,0.029337708,,200,208.5363271,,,,,,,,
5,0.001,0.1,3,vae-ohe,0.023774664,,200,224.1989157,,,,,,,,
5,0.001,0.1,4,vae-ohe,0.023183927,,200,210.7017674,,,,,,,,
