,mode,N,p,d,sig2e,beta,re_prior,q0,q1,q2,sig2b0,sig2b1,sig2b2,sig2bs_identical,thresh,experiment,exp_type,mse_X,sig2e_est,sig2b_est0,sig2b_est1,sig2b_est2,n_epochs,time
151,categorical,100000,100,2,1.0,0.001,1.0,1000,3000,5000,0.3,3.0,0.3,False,0.0001,0,pca-ignore,6.0861949581182015,,,,,,0.48016786575317383
152,categorical,100000,100,2,1.0,0.001,1.0,1000,3000,5000,0.3,3.0,0.3,False,0.0001,0,pca-ohe,6.165500256822473,,,,,,31.018698930740356
153,categorical,100000,100,2,1.0,0.001,1.0,1000,3000,5000,0.3,3.0,0.3,False,0.0001,0,vae-ignore,5.86816462501682,,,,,200,57.42559814453125
154,categorical,100000,100,2,1.0,0.001,1.0,1000,3000,5000,0.3,3.0,0.3,False,0.0001,0,vae-ohe,5.891036931944617,,,,,200,460.70893478393555
155,categorical,100000,100,2,1.0,0.001,1.0,1000,3000,5000,0.3,3.0,0.3,False,0.0001,0,vae-embed,5.783540841190631,,,,,200,85.12685942649841
156,categorical,100000,100,2,1.0,0.001,1.0,1000,3000,5000,0.3,3.0,0.3,False,0.0001,0,lmmvae,1.885634922306003,,0.007521382067352533,1.0797145366668701,0.8838207721710205,200,114.36386775970459
157,categorical,100000,100,2,1.0,0.001,1.0,1000,3000,5000,0.3,3.0,0.3,False,0.0001,1,pca-ignore,5.951854008323251,,,,,,0.48416757583618164
158,categorical,100000,100,2,1.0,0.001,1.0,1000,3000,5000,0.3,3.0,0.3,False,0.0001,1,pca-ohe,6.046621050165579,,,,,,31.1411292552948
159,categorical,100000,100,2,1.0,0.001,1.0,1000,3000,5000,0.3,3.0,0.3,False,0.0001,1,vae-ignore,5.604690846341516,,,,,200,57.3913733959198
160,categorical,100000,100,2,1.0,0.001,1.0,1000,3000,5000,0.3,3.0,0.3,False,0.0001,1,vae-ohe,5.731620256461882,,,,,200,457.29866337776184
161,categorical,100000,100,2,1.0,0.001,1.0,1000,3000,5000,0.3,3.0,0.3,False,0.0001,1,vae-embed,5.659339347302258,,,,,200,85.22344446182251
162,categorical,100000,100,2,1.0,0.001,1.0,1000,3000,5000,0.3,3.0,0.3,False,0.0001,1,lmmvae,1.924744820452259,,0.008724503219127655,1.0292495489120483,0.8435018658638,200,114.07341074943542
163,categorical,100000,100,2,1.0,0.001,1.0,1000,3000,5000,0.3,3.0,0.3,False,0.0001,2,pca-ignore,5.922402432685098,,,,,,0.46100783348083496
164,categorical,100000,100,2,1.0,0.001,1.0,1000,3000,5000,0.3,3.0,0.3,False,0.0001,2,pca-ohe,6.009477041034746,,,,,,30.961089372634888
165,categorical,100000,100,2,1.0,0.001,1.0,1000,3000,5000,0.3,3.0,0.3,False,0.0001,2,vae-ignore,5.477248242853899,,,,,200,57.68140125274658
166,categorical,100000,100,2,1.0,0.001,1.0,1000,3000,5000,0.3,3.0,0.3,False,0.0001,2,vae-ohe,5.652157433851419,,,,,200,442.35420632362366
167,categorical,100000,100,2,1.0,0.001,1.0,1000,3000,5000,0.3,3.0,0.3,False,0.0001,2,vae-embed,5.581191685339103,,,,,200,84.8974552154541
168,categorical,100000,100,2,1.0,0.001,1.0,1000,3000,5000,0.3,3.0,0.3,False,0.0001,2,lmmvae,1.957232803770719,,0.007113019935786724,1.0222145318984985,0.8728511929512024,200,115.2017138004303
169,categorical,100000,100,2,1.0,0.001,1.0,1000,3000,5000,0.3,3.0,0.3,False,0.0001,3,pca-ignore,6.115551721078111,,,,,,0.47545695304870605
170,categorical,100000,100,2,1.0,0.001,1.0,1000,3000,5000,0.3,3.0,0.3,False,0.0001,3,pca-ohe,6.1842999610951415,,,,,,31.038228034973145
171,categorical,100000,100,2,1.0,0.001,1.0,1000,3000,5000,0.3,3.0,0.3,False,0.0001,3,vae-ignore,5.664855970094903,,,,,200,57.801156997680664
172,categorical,100000,100,2,1.0,0.001,1.0,1000,3000,5000,0.3,3.0,0.3,False,0.0001,3,vae-ohe,5.805505428999165,,,,,200,444.6958703994751
173,categorical,100000,100,2,1.0,0.001,1.0,1000,3000,5000,0.3,3.0,0.3,False,0.0001,3,vae-embed,5.7259485640806576,,,,,200,85.20951509475708
174,categorical,100000,100,2,1.0,0.001,1.0,1000,3000,5000,0.3,3.0,0.3,False,0.0001,3,lmmvae,1.8791077226745339,,0.0077877044677734375,1.0425739288330078,0.8860988616943359,200,117.21286392211914
175,categorical,100000,100,2,1.0,0.001,1.0,1000,3000,5000,0.3,3.0,0.3,False,0.0001,4,pca-ignore,6.162675442654473,,,,,,0.4802699089050293
176,categorical,100000,100,2,1.0,0.001,1.0,1000,3000,5000,0.3,3.0,0.3,False,0.0001,4,pca-ohe,6.246829838587501,,,,,,31.160393476486206
177,categorical,100000,100,2,1.0,0.001,1.0,1000,3000,5000,0.3,3.0,0.3,False,0.0001,4,vae-ignore,5.738420354016978,,,,,200,57.89367437362671
178,categorical,100000,100,2,1.0,0.001,1.0,1000,3000,5000,0.3,3.0,0.3,False,0.0001,4,vae-ohe,5.890263936927209,,,,,200,458.4873557090759
179,categorical,100000,100,2,1.0,0.001,1.0,1000,3000,5000,0.3,3.0,0.3,False,0.0001,4,vae-embed,6.008802132913141,,,,,200,85.66918754577637
180,categorical,100000,100,2,1.0,0.001,1.0,1000,3000,5000,0.3,3.0,0.3,False,0.0001,4,lmmvae,2.143291208639628,,0.007638620678335428,1.0569281578063965,0.9108818173408508,200,113.09119486808777
181,categorical,100000,100,1,1.0,0.001,1.0,1000,3000,5000,0.3,3.0,3.0,False,0.0001,0,pca-ignore,9.75345809825139,,,,,,0.43779516220092773
182,categorical,100000,100,1,1.0,0.001,1.0,1000,3000,5000,0.3,3.0,3.0,False,0.0001,0,pca-ohe,9.92908875736278,,,,,,28.625304222106934
183,categorical,100000,100,1,1.0,0.001,1.0,1000,3000,5000,0.3,3.0,3.0,False,0.0001,0,vae-ignore,9.517606132018907,,,,,200,58.26858639717102
184,categorical,100000,100,1,1.0,0.001,1.0,1000,3000,5000,0.3,3.0,3.0,False,0.0001,0,vae-ohe,9.582926953305794,,,,,200,457.0991442203522
185,categorical,100000,100,1,1.0,0.001,1.0,1000,3000,5000,0.3,3.0,3.0,False,0.0001,0,vae-embed,9.576805103764498,,,,,200,84.47288608551025
186,categorical,100000,100,1,1.0,0.001,1.0,1000,3000,5000,0.3,3.0,3.0,False,0.0001,0,lmmvae,2.1610327120597894,,0.010290210135281086,0.9820117354393005,2.7804861068725586,200,114.16355061531067
187,categorical,100000,100,1,1.0,0.001,1.0,1000,3000,5000,0.3,3.0,3.0,False,0.0001,1,pca-ignore,9.422147316220093,,,,,,0.43920421600341797
188,categorical,100000,100,1,1.0,0.001,1.0,1000,3000,5000,0.3,3.0,3.0,False,0.0001,1,pca-ohe,9.569488366868613,,,,,,28.657124996185303
189,categorical,100000,100,1,1.0,0.001,1.0,1000,3000,5000,0.3,3.0,3.0,False,0.0001,1,vae-ignore,9.143006128097005,,,,,200,57.96574139595032
190,categorical,100000,100,1,1.0,0.001,1.0,1000,3000,5000,0.3,3.0,3.0,False,0.0001,1,vae-ohe,9.220913658404742,,,,,200,459.40804958343506
191,categorical,100000,100,1,1.0,0.001,1.0,1000,3000,5000,0.3,3.0,3.0,False,0.0001,1,vae-embed,9.306319266728844,,,,,200,85.15304160118103
192,categorical,100000,100,1,1.0,0.001,1.0,1000,3000,5000,0.3,3.0,3.0,False,0.0001,1,lmmvae,2.236619014818313,,0.008918257430195808,0.9035162925720215,2.6949427127838135,200,115.15524792671204
193,categorical,100000,100,1,1.0,0.001,1.0,1000,3000,5000,0.3,3.0,3.0,False,0.0001,2,pca-ignore,9.184112698758158,,,,,,0.4377734661102295
194,categorical,100000,100,1,1.0,0.001,1.0,1000,3000,5000,0.3,3.0,3.0,False,0.0001,2,pca-ohe,9.268349604934828,,,,,,28.58953356742859
195,categorical,100000,100,1,1.0,0.001,1.0,1000,3000,5000,0.3,3.0,3.0,False,0.0001,2,vae-ignore,9.00414086696561,,,,,200,57.65407085418701
196,categorical,100000,100,1,1.0,0.001,1.0,1000,3000,5000,0.3,3.0,3.0,False,0.0001,2,vae-ohe,8.972665461345809,,,,,200,459.7891809940338
197,categorical,100000,100,1,1.0,0.001,1.0,1000,3000,5000,0.3,3.0,3.0,False,0.0001,2,vae-embed,8.910383556181376,,,,,200,85.23000741004944
198,categorical,100000,100,1,1.0,0.001,1.0,1000,3000,5000,0.3,3.0,3.0,False,0.0001,2,lmmvae,2.2748743575596966,,0.008909372612833977,0.9081860184669495,2.5218818187713623,200,113.45778298377991
199,categorical,100000,100,1,1.0,0.001,1.0,1000,3000,5000,0.3,3.0,3.0,False,0.0001,3,pca-ignore,9.709294866982697,,,,,,0.44304800033569336
200,categorical,100000,100,1,1.0,0.001,1.0,1000,3000,5000,0.3,3.0,3.0,False,0.0001,3,pca-ohe,9.8708301820039,,,,,,28.701169967651367
201,categorical,100000,100,1,1.0,0.001,1.0,1000,3000,5000,0.3,3.0,3.0,False,0.0001,3,vae-ignore,9.529357372463288,,,,,200,58.05370235443115
202,categorical,100000,100,1,1.0,0.001,1.0,1000,3000,5000,0.3,3.0,3.0,False,0.0001,3,vae-ohe,9.507322469562327,,,,,200,447.05832028388977
203,categorical,100000,100,1,1.0,0.001,1.0,1000,3000,5000,0.3,3.0,3.0,False,0.0001,3,vae-embed,9.48336869326537,,,,,200,85.05187749862671
204,categorical,100000,100,1,1.0,0.001,1.0,1000,3000,5000,0.3,3.0,3.0,False,0.0001,3,lmmvae,2.227037476296934,,0.00954087357968092,0.9864914417266846,2.737884283065796,200,115.50916409492493
205,categorical,100000,100,1,1.0,0.001,1.0,1000,3000,5000,0.3,3.0,3.0,False,0.0001,4,pca-ignore,9.577692631178973,,,,,,0.43080711364746094
206,categorical,100000,100,1,1.0,0.001,1.0,1000,3000,5000,0.3,3.0,3.0,False,0.0001,4,pca-ohe,9.71229640174842,,,,,,28.670161962509155
207,categorical,100000,100,1,1.0,0.001,1.0,1000,3000,5000,0.3,3.0,3.0,False,0.0001,4,vae-ignore,9.296352829349676,,,,,200,58.134639739990234
208,categorical,100000,100,1,1.0,0.001,1.0,1000,3000,5000,0.3,3.0,3.0,False,0.0001,4,vae-ohe,9.364641810389038,,,,,200,457.94727659225464
209,categorical,100000,100,1,1.0,0.001,1.0,1000,3000,5000,0.3,3.0,3.0,False,0.0001,4,vae-embed,9.325364360528155,,,,,200,84.98902416229248
210,categorical,100000,100,1,1.0,0.001,1.0,1000,3000,5000,0.3,3.0,3.0,False,0.0001,4,lmmvae,2.3157291874037704,,0.008661842904984951,0.9244803786277771,2.720247268676758,200,114.93968868255615
211,categorical,100000,100,2,1.0,0.001,1.0,1000,3000,5000,0.3,3.0,3.0,False,0.0001,0,pca-ignore,9.400211154111465,,,,,,0.4962332248687744
212,categorical,100000,100,2,1.0,0.001,1.0,1000,3000,5000,0.3,3.0,3.0,False,0.0001,0,pca-ohe,9.691499106901698,,,,,,31.167975425720215
213,categorical,100000,100,2,1.0,0.001,1.0,1000,3000,5000,0.3,3.0,3.0,False,0.0001,0,vae-ignore,9.034006195717918,,,,,200,57.79250907897949
214,categorical,100000,100,2,1.0,0.001,1.0,1000,3000,5000,0.3,3.0,3.0,False,0.0001,0,vae-ohe,9.149413833822967,,,,,200,459.14005851745605
215,categorical,100000,100,2,1.0,0.001,1.0,1000,3000,5000,0.3,3.0,3.0,False,0.0001,0,vae-embed,9.006077904877728,,,,,200,84.0202374458313
216,categorical,100000,100,2,1.0,0.001,1.0,1000,3000,5000,0.3,3.0,3.0,False,0.0001,0,lmmvae,2.2094238772828687,,0.00922523532062769,0.9159216284751892,2.5885813236236572,200,114.33386874198914
217,categorical,100000,100,2,1.0,0.001,1.0,1000,3000,5000,0.3,3.0,3.0,False,0.0001,1,pca-ignore,9.431367900534507,,,,,,0.49158716201782227
218,categorical,100000,100,2,1.0,0.001,1.0,1000,3000,5000,0.3,3.0,3.0,False,0.0001,1,pca-ohe,9.593964281285407,,,,,,31.200021743774414
219,categorical,100000,100,2,1.0,0.001,1.0,1000,3000,5000,0.3,3.0,3.0,False,0.0001,1,vae-ignore,9.035962584187628,,,,,200,56.93727493286133
220,categorical,100000,100,2,1.0,0.001,1.0,1000,3000,5000,0.3,3.0,3.0,False,0.0001,1,vae-ohe,9.05067851320777,,,,,200,458.848881483078
221,categorical,100000,100,2,1.0,0.001,1.0,1000,3000,5000,0.3,3.0,3.0,False,0.0001,1,vae-embed,9.057583052987205,,,,,200,83.81302261352539
222,categorical,100000,100,2,1.0,0.001,1.0,1000,3000,5000,0.3,3.0,3.0,False,0.0001,1,lmmvae,2.50995665795749,,0.00880677904933691,0.8884771466255188,2.5958523750305176,200,112.42325520515442
223,categorical,100000,100,2,1.0,0.001,1.0,1000,3000,5000,0.3,3.0,3.0,False,0.0001,2,pca-ignore,9.455194859298329,,,,,,0.4654383659362793
224,categorical,100000,100,2,1.0,0.001,1.0,1000,3000,5000,0.3,3.0,3.0,False,0.0001,2,pca-ohe,9.66969245932048,,,,,,31.0345299243927
225,categorical,100000,100,2,1.0,0.001,1.0,1000,3000,5000,0.3,3.0,3.0,False,0.0001,2,vae-ignore,9.28555331231975,,,,,200,56.67355799674988
226,categorical,100000,100,2,1.0,0.001,1.0,1000,3000,5000,0.3,3.0,3.0,False,0.0001,2,vae-ohe,9.157934509155107,,,,,200,442.7701849937439
227,categorical,100000,100,2,1.0,0.001,1.0,1000,3000,5000,0.3,3.0,3.0,False,0.0001,2,vae-embed,9.223844249303484,,,,,200,83.91732859611511
228,categorical,100000,100,2,1.0,0.001,1.0,1000,3000,5000,0.3,3.0,3.0,False,0.0001,2,lmmvae,2.4530106681932335,,0.008812562562525272,0.9256076216697693,2.598313093185425,200,111.22384810447693
229,categorical,100000,100,2,1.0,0.001,1.0,1000,3000,5000,0.3,3.0,3.0,False,0.0001,3,pca-ignore,9.21935028909588,,,,,,0.5762097835540771
230,categorical,100000,100,2,1.0,0.001,1.0,1000,3000,5000,0.3,3.0,3.0,False,0.0001,3,pca-ohe,9.534995494809927,,,,,,31.256452322006226
231,categorical,100000,100,2,1.0,0.001,1.0,1000,3000,5000,0.3,3.0,3.0,False,0.0001,3,vae-ignore,8.828825116691975,,,,,200,56.62113642692566
232,categorical,100000,100,2,1.0,0.001,1.0,1000,3000,5000,0.3,3.0,3.0,False,0.0001,3,vae-ohe,9.010156464651963,,,,,200,458.26565313339233
233,categorical,100000,100,2,1.0,0.001,1.0,1000,3000,5000,0.3,3.0,3.0,False,0.0001,3,vae-embed,8.868021072380149,,,,,200,84.1910948753357
234,categorical,100000,100,2,1.0,0.001,1.0,1000,3000,5000,0.3,3.0,3.0,False,0.0001,3,lmmvae,2.220218863458286,,0.00851476937532425,0.8721916079521179,2.6418111324310303,200,113.19446730613708
235,categorical,100000,100,2,1.0,0.001,1.0,1000,3000,5000,0.3,3.0,3.0,False,0.0001,4,pca-ignore,9.429749203937428,,,,,,0.5037941932678223
236,categorical,100000,100,2,1.0,0.001,1.0,1000,3000,5000,0.3,3.0,3.0,False,0.0001,4,pca-ohe,9.684253871043504,,,,,,31.063349962234497
237,categorical,100000,100,2,1.0,0.001,1.0,1000,3000,5000,0.3,3.0,3.0,False,0.0001,4,vae-ignore,8.942931176114442,,,,,200,56.45013213157654
238,categorical,100000,100,2,1.0,0.001,1.0,1000,3000,5000,0.3,3.0,3.0,False,0.0001,4,vae-ohe,9.078040154675513,,,,,200,444.97713971138
239,categorical,100000,100,2,1.0,0.001,1.0,1000,3000,5000,0.3,3.0,3.0,False,0.0001,4,vae-embed,8.996886371477297,,,,,200,84.63210439682007
240,categorical,100000,100,2,1.0,0.001,1.0,1000,3000,5000,0.3,3.0,3.0,False,0.0001,4,lmmvae,2.869820394491599,,0.011178885586559772,0.8233951330184937,2.434431552886963,200,115.85173678398132
241,categorical,100000,100,1,1.0,0.001,1.0,1000,3000,5000,3.0,0.3,0.3,False,0.0001,0,pca-ignore,5.8671901091059,,,,,,0.4676399230957031
242,categorical,100000,100,1,1.0,0.001,1.0,1000,3000,5000,3.0,0.3,0.3,False,0.0001,0,pca-ohe,5.930390091265237,,,,,,28.686983823776245
243,categorical,100000,100,1,1.0,0.001,1.0,1000,3000,5000,3.0,0.3,0.3,False,0.0001,0,vae-ignore,5.635176516113733,,,,,200,57.11549663543701
244,categorical,100000,100,1,1.0,0.001,1.0,1000,3000,5000,3.0,0.3,0.3,False,0.0001,0,vae-ohe,5.707913923471799,,,,,200,458.6334264278412
245,categorical,100000,100,1,1.0,0.001,1.0,1000,3000,5000,3.0,0.3,0.3,False,0.0001,0,vae-embed,5.62363480987804,,,,,200,84.00330448150635
246,categorical,100000,100,1,1.0,0.001,1.0,1000,3000,5000,3.0,0.3,0.3,False,0.0001,0,lmmvae,1.7654865432694666,,0.15894894301891327,0.4188772141933441,1.1368000507354736,200,113.45069241523743
247,categorical,100000,100,1,1.0,0.001,1.0,1000,3000,5000,3.0,0.3,0.3,False,0.0001,1,pca-ignore,6.0017121255542705,,,,,,0.43636584281921387
248,categorical,100000,100,1,1.0,0.001,1.0,1000,3000,5000,3.0,0.3,0.3,False,0.0001,1,pca-ohe,6.0475096415225975,,,,,,28.68597912788391
249,categorical,100000,100,1,1.0,0.001,1.0,1000,3000,5000,3.0,0.3,0.3,False,0.0001,1,vae-ignore,5.832305415868345,,,,,200,57.63963055610657
250,categorical,100000,100,1,1.0,0.001,1.0,1000,3000,5000,3.0,0.3,0.3,False,0.0001,1,vae-ohe,5.845577422454909,,,,,200,459.48206305503845
251,categorical,100000,100,1,1.0,0.001,1.0,1000,3000,5000,3.0,0.3,0.3,False,0.0001,1,vae-embed,5.761437429282519,,,,,200,84.72684645652771
252,categorical,100000,100,1,1.0,0.001,1.0,1000,3000,5000,3.0,0.3,0.3,False,0.0001,1,lmmvae,1.8291756994153692,,0.16296452283859253,0.43833136558532715,1.1536927223205566,200,113.89906477928162
253,categorical,100000,100,1,1.0,0.001,1.0,1000,3000,5000,3.0,0.3,0.3,False,0.0001,2,pca-ignore,6.4516649931602466,,,,,,0.452101469039917
254,categorical,100000,100,1,1.0,0.001,1.0,1000,3000,5000,3.0,0.3,0.3,False,0.0001,2,pca-ohe,6.524297538341994,,,,,,28.763821125030518
255,categorical,100000,100,1,1.0,0.001,1.0,1000,3000,5000,3.0,0.3,0.3,False,0.0001,2,vae-ignore,6.218946307103614,,,,,200,57.56462359428406
256,categorical,100000,100,1,1.0,0.001,1.0,1000,3000,5000,3.0,0.3,0.3,False,0.0001,2,vae-ohe,6.306076281492254,,,,,200,444.493408203125
257,categorical,100000,100,1,1.0,0.001,1.0,1000,3000,5000,3.0,0.3,0.3,False,0.0001,2,vae-embed,6.235557831480318,,,,,200,84.95629382133484
258,categorical,100000,100,1,1.0,0.001,1.0,1000,3000,5000,3.0,0.3,0.3,False,0.0001,2,lmmvae,1.8604648793907554,,0.18600618839263916,0.48769137263298035,1.223677158355713,200,113.19668793678284
259,categorical,100000,100,1,1.0,0.001,1.0,1000,3000,5000,3.0,0.3,0.3,False,0.0001,3,pca-ignore,6.154079035544518,,,,,,0.44301939010620117
260,categorical,100000,100,1,1.0,0.001,1.0,1000,3000,5000,3.0,0.3,0.3,False,0.0001,3,pca-ohe,6.197375277784845,,,,,,28.540573358535767
261,categorical,100000,100,1,1.0,0.001,1.0,1000,3000,5000,3.0,0.3,0.3,False,0.0001,3,vae-ignore,5.890370855196843,,,,,200,57.26703453063965
262,categorical,100000,100,1,1.0,0.001,1.0,1000,3000,5000,3.0,0.3,0.3,False,0.0001,3,vae-ohe,5.976847054284434,,,,,200,444.92158222198486
263,categorical,100000,100,1,1.0,0.001,1.0,1000,3000,5000,3.0,0.3,0.3,False,0.0001,3,vae-embed,6.022239994025206,,,,,200,84.42704749107361
264,categorical,100000,100,1,1.0,0.001,1.0,1000,3000,5000,3.0,0.3,0.3,False,0.0001,3,lmmvae,1.6015278712907315,,0.17859813570976257,0.44728466868400574,1.1505141258239746,200,112.73113656044006
265,categorical,100000,100,1,1.0,0.001,1.0,1000,3000,5000,3.0,0.3,0.3,False,0.0001,4,pca-ignore,5.484952040772871,,,,,,0.44155454635620117
266,categorical,100000,100,1,1.0,0.001,1.0,1000,3000,5000,3.0,0.3,0.3,False,0.0001,4,pca-ohe,5.509596336798252,,,,,,28.53799533843994
267,categorical,100000,100,1,1.0,0.001,1.0,1000,3000,5000,3.0,0.3,0.3,False,0.0001,4,vae-ignore,5.2676837336186315,,,,,200,57.02958941459656
268,categorical,100000,100,1,1.0,0.001,1.0,1000,3000,5000,3.0,0.3,0.3,False,0.0001,4,vae-ohe,5.358231218219025,,,,,200,445.66159439086914
269,categorical,100000,100,1,1.0,0.001,1.0,1000,3000,5000,3.0,0.3,0.3,False,0.0001,4,vae-embed,5.28509582241437,,,,,200,84.5455276966095
270,categorical,100000,100,1,1.0,0.001,1.0,1000,3000,5000,3.0,0.3,0.3,False,0.0001,4,lmmvae,1.896128262971178,,0.1304202675819397,0.3965441882610321,1.0686084032058716,200,112.54942560195923
271,categorical,100000,100,2,1.0,0.001,1.0,1000,3000,5000,3.0,0.3,0.3,False,0.0001,0,pca-ignore,5.921108464223775,,,,,,0.4825863838195801
272,categorical,100000,100,2,1.0,0.001,1.0,1000,3000,5000,3.0,0.3,0.3,False,0.0001,0,pca-ohe,6.002381229238389,,,,,,31.240978479385376
273,categorical,100000,100,2,1.0,0.001,1.0,1000,3000,5000,3.0,0.3,0.3,False,0.0001,0,vae-ignore,5.576748481129783,,,,,200,57.06716513633728
274,categorical,100000,100,2,1.0,0.001,1.0,1000,3000,5000,3.0,0.3,0.3,False,0.0001,0,vae-ohe,5.683167767781085,,,,,200,459.51673412323
275,categorical,100000,100,2,1.0,0.001,1.0,1000,3000,5000,3.0,0.3,0.3,False,0.0001,0,vae-embed,5.788778968278626,,,,,200,84.45955610275269
276,categorical,100000,100,2,1.0,0.001,1.0,1000,3000,5000,3.0,0.3,0.3,False,0.0001,0,lmmvae,1.7511245621181906,,0.15820187330245972,0.4095347225666046,1.1115162372589111,200,113.01609110832214
277,categorical,100000,100,2,1.0,0.001,1.0,1000,3000,5000,3.0,0.3,0.3,False,0.0001,1,pca-ignore,5.879469391854526,,,,,,0.48909449577331543
278,categorical,100000,100,2,1.0,0.001,1.0,1000,3000,5000,3.0,0.3,0.3,False,0.0001,1,pca-ohe,5.977523398076381,,,,,,31.187423706054688
279,categorical,100000,100,2,1.0,0.001,1.0,1000,3000,5000,3.0,0.3,0.3,False,0.0001,1,vae-ignore,5.47301533454724,,,,,200,57.516690492630005
280,categorical,100000,100,2,1.0,0.001,1.0,1000,3000,5000,3.0,0.3,0.3,False,0.0001,1,vae-ohe,5.589885712796913,,,,,200,450.22816610336304
281,categorical,100000,100,2,1.0,0.001,1.0,1000,3000,5000,3.0,0.3,0.3,False,0.0001,1,vae-embed,5.517378968244142,,,,,200,84.55119752883911
282,categorical,100000,100,2,1.0,0.001,1.0,1000,3000,5000,3.0,0.3,0.3,False,0.0001,1,lmmvae,1.7179364597993978,,0.15526726841926575,0.40109169483184814,1.070134162902832,200,114.06544709205627
283,categorical,100000,100,2,1.0,0.001,1.0,1000,3000,5000,3.0,0.3,0.3,False,0.0001,2,pca-ignore,6.10924774271146,,,,,,0.48400163650512695
284,categorical,100000,100,2,1.0,0.001,1.0,1000,3000,5000,3.0,0.3,0.3,False,0.0001,2,pca-ohe,6.233350175620348,,,,,,31.094715356826782
285,categorical,100000,100,2,1.0,0.001,1.0,1000,3000,5000,3.0,0.3,0.3,False,0.0001,2,vae-ignore,5.733690334166445,,,,,200,57.356247663497925
286,categorical,100000,100,2,1.0,0.001,1.0,1000,3000,5000,3.0,0.3,0.3,False,0.0001,2,vae-ohe,5.854656105516442,,,,,200,459.3223440647125
287,categorical,100000,100,2,1.0,0.001,1.0,1000,3000,5000,3.0,0.3,0.3,False,0.0001,2,vae-embed,5.726466708210169,,,,,200,85.27505779266357
288,categorical,100000,100,2,1.0,0.001,1.0,1000,3000,5000,3.0,0.3,0.3,False,0.0001,2,lmmvae,1.714194244029871,,0.1664733737707138,0.4448901414871216,1.1240196228027344,200,113.8830144405365
289,categorical,100000,100,2,1.0,0.001,1.0,1000,3000,5000,3.0,0.3,0.3,False,0.0001,3,pca-ignore,5.832437961915181,,,,,,0.4981660842895508
290,categorical,100000,100,2,1.0,0.001,1.0,1000,3000,5000,3.0,0.3,0.3,False,0.0001,3,pca-ohe,5.941556685212183,,,,,,31.27454924583435
291,categorical,100000,100,2,1.0,0.001,1.0,1000,3000,5000,3.0,0.3,0.3,False,0.0001,3,vae-ignore,5.489780573774214,,,,,200,56.88371157646179
292,categorical,100000,100,2,1.0,0.001,1.0,1000,3000,5000,3.0,0.3,0.3,False,0.0001,3,vae-ohe,5.632640925096714,,,,,200,458.8019244670868
293,categorical,100000,100,2,1.0,0.001,1.0,1000,3000,5000,3.0,0.3,0.3,False,0.0001,3,vae-embed,5.537937736434002,,,,,200,85.04930353164673
294,categorical,100000,100,2,1.0,0.001,1.0,1000,3000,5000,3.0,0.3,0.3,False,0.0001,3,lmmvae,1.679304404221749,,0.16370485723018646,0.417490690946579,1.0822700262069702,200,114.19441056251526
295,categorical,100000,100,2,1.0,0.001,1.0,1000,3000,5000,3.0,0.3,0.3,False,0.0001,4,pca-ignore,5.889321166980828,,,,,,0.48755717277526855
296,categorical,100000,100,2,1.0,0.001,1.0,1000,3000,5000,3.0,0.3,0.3,False,0.0001,4,pca-ohe,6.014290612604956,,,,,,31.218543529510498
297,categorical,100000,100,2,1.0,0.001,1.0,1000,3000,5000,3.0,0.3,0.3,False,0.0001,4,vae-ignore,5.5216525041998885,,,,,200,57.22067046165466
298,categorical,100000,100,2,1.0,0.001,1.0,1000,3000,5000,3.0,0.3,0.3,False,0.0001,4,vae-ohe,5.64117933194001,,,,,200,458.9464180469513
299,categorical,100000,100,2,1.0,0.001,1.0,1000,3000,5000,3.0,0.3,0.3,False,0.0001,4,vae-embed,5.543200414081002,,,,,200,84.7240948677063
300,categorical,100000,100,2,1.0,0.001,1.0,1000,3000,5000,3.0,0.3,0.3,False,0.0001,4,lmmvae,1.6972833669232252,,0.15490728616714478,0.4033660590648651,1.1088849306106567,200,114.28025436401367
301,categorical,100000,100,1,1.0,0.001,1.0,1000,3000,5000,3.0,0.3,3.0,False,0.0001,0,pca-ignore,9.872040934385055,,,,,,0.45260119438171387
302,categorical,100000,100,1,1.0,0.001,1.0,1000,3000,5000,3.0,0.3,3.0,False,0.0001,0,pca-ohe,9.997449941136761,,,,,,28.851344347000122
303,categorical,100000,100,1,1.0,0.001,1.0,1000,3000,5000,3.0,0.3,3.0,False,0.0001,0,vae-ignore,9.497002383904226,,,,,200,57.690366983413696
304,categorical,100000,100,1,1.0,0.001,1.0,1000,3000,5000,3.0,0.3,3.0,False,0.0001,0,vae-ohe,9.62766982883601,,,,,200,461.21183681488037
305,categorical,100000,100,1,1.0,0.001,1.0,1000,3000,5000,3.0,0.3,3.0,False,0.0001,0,vae-embed,9.533787810485357,,,,,200,84.59308242797852
306,categorical,100000,100,1,1.0,0.001,1.0,1000,3000,5000,3.0,0.3,3.0,False,0.0001,0,lmmvae,2.26380986806365,,0.11619919538497925,0.523052990436554,3.112400531768799,200,112.84518551826477
307,categorical,100000,100,1,1.0,0.001,1.0,1000,3000,5000,3.0,0.3,3.0,False,0.0001,1,pca-ignore,9.412208486013276,,,,,,0.4355461597442627
308,categorical,100000,100,1,1.0,0.001,1.0,1000,3000,5000,3.0,0.3,3.0,False,0.0001,1,pca-ohe,9.559259547651216,,,,,,28.870492219924927
